
edujurnal.iainjambi.ac.id/index.php/ijer/oai
ejournal.uin-suska.ac.id/index.php/SJME/oai
ejournal.umm.ac.id/index.php/JEMMME/oai
ejournal.umm.ac.id/index.php/legality/oai
ejournal.unitomo.ac.id/index.php/ep/oai
http://0277.ch/ojs/index.php/cdrs_0277/oai
http://0277.ch/ojs/index.php/global_europe/oai
http://111.68.103.26/conference/ICETportal/oai
http://131.114.27.37/index.php/AMS/oai
http://132.248.10.25/therya/index.php/THERYA/oai
http://136.233.52.243:8012/ojs/JRIECUK/oai
http://140.130.170.28:8080/ir-oai/request
http://141.20.145.212/oaiprovider
http://14.139.240.118:8012/ojs/index.php/JRIECUK/oai
http://14.139.60.216:8080/oai/request
http://14.139.62.51/cgi-bin/koha/oai.pl
http://142.44.242.51/index.php/diagnostico/oai
http://148.202.105.131/dspace-oai/request
http://159.226.115.200/casirgrid-oai/request
http://159.226.153.81/casirgrid-oai/request
http://159.226.238.44/casirgrid-oai/request
http://159.226.240.226/casirgrid-oai/request
http://159.226.40.250/casirgrid-oai/request
http://159.226.64.105/casirgrid-oai/request
http://161.67.140.29/iecom/index.php/IECom/issue/archive/oai?issuesPage=2#issues
http://167.205.57.68/index.php/jts/oai
http://186.113.12.136/oai/request
http://186.225.220.186:7474/ojs/index.php/rcsfmit_zero/oai
http://192.188.11.11:8080/oai/request
http://193.146.101.123:8383/greenstone3/oaiserver
http://197.156.70.106/oai
http://200.129.163.19:8080/oai/request
http://200.129.168.183/ojs_mestrado01/index.php/teste/oai
http://200.216.240.50:8484/rcsfmit/ojs-2.3.3-3/index.php/rcsfmit_zero/oai
http://202.250.70.181/oai/oai-pmh.do
http://210.212.198.149:8080/oai/request
http://210.60.94.92:8080/ir-oai/request
http://210.72.131.170/casirgrid-oai/request
http://210.75.237.14/casirgrid-oai/request
http://210.77.73.110/casirgrid-oai/request
http://210.77.90.120/casirgrid-oai/request
http://212.154.162.235:8080/oai
http://36.82.106.238:8885/jurnal/index.php/AGI/oai
http://36.82.106.238:8885/jurnal/index.php/ATS/oai
http://36.82.106.238:8885/jurnal/index.php/index/oai
http://36.82.106.238:8885/jurnal/index.php/JAI/oai
http://36.82.106.238:8885/jurnal/index.php/JMI/oai
http://36.82.106.238:8885/jurnal/index.php/JWT/oai
http://36.82.106.238:8885/jurnal/index.php/MMP/oai
http://36.82.106.238:8885/jurnal/index.php/oai
http://36.82.106.238:8885/jurnal/index.php/PSI/oai
http://36.82.106.238:8885/jurnal/index.php/PTT/oai
http://45.238.216.13/ojs/index.php/DJE/oai
http://5.9.54.80/records/oai
http://62.204.194.45:8080/oaiprovider/
http://67.231.243.126:1990/ojs3/index.php/PJCIS/oai
http://79.123.169.199/ojs/index.php/Kefdergi/oai
http://aaai.org/ojs/index.php/aimagazine/oai
http://aaasjournal.org/submission/index.php/aaas/oai
http://aacc.tums.ac.ir/index.php/aacc/oai
http://aap.uaem.mx/index.php/aap/oai
http://aap.uaem.mx/index.php/agricolaypecuaria/oai
http://abdiinsani.unram.ac.id/index.php/jurnal/oai
http://abdimasku.lppm.dinus.ac.id/index.php/jurnalabdimasku/oai
http://abdimasuniversal.uniba-bpn.ac.id/index.php/abdimasuniversal/oai
http://abdi.ppj.unp.ac.id/index.php/abdi/oai
http://abe.tudelft.nl/index.php/faculty-architecture/oai
http://abked.de/index.php/abked/oai
http://abm.ojs.inecol.mx/index.php/abm/oai
http://abms.kmu.edu.pk/index.php/abms/oai
http://abrn.asia/ojs/index.php/apjssr/oai
http://abrn.asia/ojs/index.php/index/oai
http://abrn.asia/ojs/index.php/jpcbr/oai
http://abrn.asia/ojs/index.php/jusst/oai
http://abrn.asia/ojs/index.php/JUSST/oai
http://academica-e.unavarra.es/oai/driver
http://academicarchive.snhu.edu/oai/request
http://academicjournal.yarsi.ac.id/index.php/bibliotech/oai
http://academicjournal.yarsi.ac.id/index.php/jtiy/oai
http://academicjournal.yarsi.ac.id/index.php/Jurnal-ADIL/oai
http://academicjournal.yarsi.ac.id/index.php/Jurnal-Online-Psikogenesis/oai
http://academicjournal.yarsi.ac.id/index.php/majalah-Pharamedika/oai
http://academicjournal.yarsi.ac.id/index.php/sainstekes/oai
