Name,Type,Compatibility,OAI-PMH,website
"Revista Finlay",Journal,collected from a compatible aggregator,,http://revfinlay.sld.cu/index.php/finlay
"Postępy Higieny i Medycyny Doświadczalnej",Journal,collected from a compatible aggregator,,http://www.phmd.pl
"Biodiversity Data Journal",Journal,collected from a compatible aggregator,,http://bdj.pensoft.net
"Ekonomski Anali",Journal,collected from a compatible aggregator,,http://www.ekof.bg.ac.rs/publikacije/casopisi/ekonomski-anali/
"Asian Pacific Journal of Tropical Biomedicine",Journal,collected from a compatible aggregator,,http://www.apjtb.org/
"Baghdad Science Journal",Journal,collected from a compatible aggregator,,http://bsj.uobaghdad.edu.iq/index.php/BSJ
"Diversitas Journal",Journal,collected from a compatible aggregator,,http://www.kentron.ifal.edu.br/index.php/diversitas_journal/index
"Mašiny i Ustanovki: Proektirovanie, Razrabotka i Èkspluataciâ",Journal,collected from a compatible aggregator,,http://maplants.elpub.ru
"International Journal of Nuclear Security",Journal,collected from a compatible aggregator,,http://trace.tennessee.edu/ijns
"Praxis Medica",Journal,collected from a compatible aggregator,,http://scindeks.ceon.rs/journalDetails.aspx?issn=0350-8773&amp;lang=en
"International Journal of Information Science and Management",Journal,collected from a compatible aggregator,,http://ijism.ricest.ac.ir/index.php/ijism
"Sleep Disorders",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/sd/
"Jurnal Pendidikan Geografi",Journal,collected from a compatible aggregator,,http://journal2.um.ac.id/index.php/jpg
"Acta Musei Silesiae: Scientiae Naturales",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/cszma
"Forma y Función",Journal,collected from a compatible aggregator,,http://www.revistas.unal.edu.co/index.php/formayfuncion
"Tropical Diseases, Travel Medicine and Vaccines",Journal,collected from a compatible aggregator,,http://www.tdtmvjournal.com/
"Mütefekkir",Journal,collected from a compatible aggregator,,http://mutefekkir.aksaray.edu.tr
"Philologica Canariensia",Journal,collected from a compatible aggregator,,http://ojsspdc.ulpgc.es/ojs/index.php/PhilCan
"Gynecologic Oncology Reports",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/gynecologic-oncology-reports/
"Clinical Diabetes and Endocrinology",Journal,collected from a compatible aggregator,,http://www.clindiabetesendo.com/
"Trauma Monthly",Journal,collected from a compatible aggregator,,http://www.traumamon.com
"Revista CIDOB d'Afers Internacionals",Journal,collected from a compatible aggregator,,http://www.cidob.org/en/publications/(filter)/53216
"Mathematical and Computational Applications",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/mca
"Politics and Society",Journal,collected from a compatible aggregator,,https://en.nbpublish.com/engpsm/
"Journal of Accounting and Investment",Journal,collected from a compatible aggregator,,http://journal.umy.ac.id/index.php/ai/index
"MHSalud",Journal,collected from a compatible aggregator,,http://www.una.ac.cr/mhsalud/
"Acta Commercii",Journal,collected from a compatible aggregator,,http://www.actacommercii.co.za
"Archives of Psychiatry Research",Journal,collected from a compatible aggregator,,http://apr.kbcsm.hr/
"Journal of Process Management. New Technologies",Journal,collected from a compatible aggregator,,http://www.japmnt.com
"Munibe Ciencias Naturales",Journal,collected from a compatible aggregator,,http://www.aranzadi.eus/munibe-natur-zientziak
"Journal of Bone Oncology",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/journal-of-bone-oncology/
"Journal of the Anthropological Society of Oxford",Journal,collected from a compatible aggregator,,https://www.anthro.ox.ac.uk/jaso
"Artefact",Journal,collected from a compatible aggregator,,http://scindeks.ceon.rs/journalDetails.aspx?issn=2406-3134&amp;lang=en
"Jurnal Teknologi Industri Pertanian",Journal,collected from a compatible aggregator,,http://journal.ipb.ac.id/index.php/jurnaltin
"Journal of Nanomaterials",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jnm/
"Kartografija i Geoinformacije",Journal,collected from a compatible aggregator,,http://kig.kartografija.hr
"Revista Opinião Jurídica",Journal,collected from a compatible aggregator,,http://periodicos.unichristus.edu.br/index.php/opiniaojuridica
"Data Science Journal",Journal,collected from a compatible aggregator,,http://datascience.codata.org/
"Journal de Ciencias Sociales",Journal,collected from a compatible aggregator,,https://dspace.palermo.edu/ojs/index.php/jcs/index
"Acta Agrícola y Pecuaria",Journal,collected from a compatible aggregator,,http://aap.uaem.mx/index.php/agricolaypecuaria
"Pakistan Journal of Statistics and Operation Research",Journal,collected from a compatible aggregator,,http://www.pjsor.com
"PLoS Pathogens",Journal,collected from a compatible aggregator,,http://journals.plos.org/plospathogens/
"Komputika",Journal,collected from a compatible aggregator,,https://ojs.unikom.ac.id/index.php/komputika/index
"Aleph",Journal,collected from a compatible aggregator,,http://aleph-alger2.edinum.org
"Computation",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/computation
"Euclid",Journal,collected from a compatible aggregator,,http://jurnal.unswagati.ac.id/index.php/Euclid
"Pragmática Sociocultural",Journal,collected from a compatible aggregator,,https://www.degruyter.com/view/j/soprag
"طب کار",Journal,collected from a compatible aggregator,,http://tkj.ssu.ac.ir
"Boletim Goiano de Geografia",Journal,collected from a compatible aggregator,,http://revistas.ufg.br/index.php/bgg
"Revista de Lingüística y Lenguas Aplicadas",Journal,collected from a compatible aggregator,,http://polipapers.upv.es/index.php/rdlyla
"Bio-grafía",Journal,collected from a compatible aggregator,,http://revistas.pedagogica.edu.co/index.php/bio-grafia
"Revista de Medicina Veterinaria",Journal,collected from a compatible aggregator,,https://ciencia.lasalle.edu.co/mv/
"Transactions of A. Razmadze Mathematical Institute",Journal,collected from a compatible aggregator,,https://www.journals.elsevier.com/transactions-of-a-razmadze-mathematical-institute/
"La Nouvelle Revue du Travail",Journal,collected from a compatible aggregator,,http://nrt.revues.org/
"Cadmus",Journal,collected from a compatible aggregator,,http://www.cadmusjournal.org/
"Psikohumaniora: Jurnal Penelitian Psikologi",Journal,collected from a compatible aggregator,,http://journal.walisongo.ac.id/index.php/Psikohumaniora
"Journal of Tropical Medicine",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jtm/
"Paisagem e Ambiente",Journal,collected from a compatible aggregator,,http://www.revistas.usp.br/paam/
"Journal of Hematology",Journal,collected from a compatible aggregator,,http://www.jh.elmerpress.com/index.php/jh
"Pesticidi i Fitomedicina",Journal,collected from a compatible aggregator,,http://scindeks.ceon.rs/journalDetails.aspx?issn=1820-3949&amp;lang=en
"Cumhuriyet Science Journal",Journal,collected from a compatible aggregator,,http://dergipark.gov.tr/csj
"Revista de Administração IMED",Journal,collected from a compatible aggregator,,http://seer.imed.edu.br/index.php/raimed/index
"Iranian Rehabilitation Journal",Journal,collected from a compatible aggregator,,http://irj.uswr.ac.ir/
"Conflict Studies",Journal,collected from a compatible aggregator,,https://en.nbpublish.com/engcfm/
"Al-Tanzim: Jurnal Manajemen Pendidikan Islam",Journal,collected from a compatible aggregator,,https://ejournal.unuja.ac.id/index.php/al-tanzim/index
"Sovremennaâ Revmatologiâ",Journal,collected from a compatible aggregator,,http://mrj.ima-press.net/index.php/mrj
"Journal of Ottoman Legacy Studies",Journal,collected from a compatible aggregator,,http://www.osmanlimirasi.net/eng
"FACETS",Journal,collected from a compatible aggregator,,http://www.facetsjournal.com/
"Radiography Open",Journal,collected from a compatible aggregator,,https://journals.hioa.no/index.php/radopen
"Health Expectations",Journal,collected from a compatible aggregator,,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1369-7625
"Community Eye Health Journal",Journal,collected from a compatible aggregator,,http://www.cehjournal.org
"Comparative Migration Studies",Journal,collected from a compatible aggregator,,http://www.comparativemigrationstudies.com
"Revista de Investigación en Didáctica de las Ciencias Sociales",Journal,collected from a compatible aggregator,,https://mascvuex.unex.es/revistas/index.php/reidics/index
"Grasas y Aceites",Journal,collected from a compatible aggregator,,http://grasasyaceites.revistas.csic.es/index.php/grasasyaceites
"Catedral Tomada: Revista de Crítica Literaria Latinoamericana",Journal,collected from a compatible aggregator,,http://catedraltomada.pitt.edu
"Lëd i Sneg",Journal,collected from a compatible aggregator,,http://ice-snow.igras.ru/
"Acta Universitatis Danubius: Juridica",Journal,collected from a compatible aggregator,,http://journals.univ-danubius.ro/index.php/juridica/index
"TIJAB (The International Journal of Applied Business)",Journal,collected from a compatible aggregator,,https://e-journal.unair.ac.id/TIJAB
"Jurnal Energi Dan Manufaktur",Journal,collected from a compatible aggregator,,http://ojs.unud.ac.id/index.php/jem
"Advances in Horticultural Science",Journal,collected from a compatible aggregator,,http://www.fupress.net/index.php/ahs/index
"Farmacéuticos Comunitarios",Journal,collected from a compatible aggregator,,http://farmaceuticoscomunitarios.org/
"Фотобіологія та фотомедицина",Journal,collected from a compatible aggregator,,https://periodicals.karazin.ua/photomedicine/index
"APMBA (Asia Pacific Management and Business Application)",Journal,collected from a compatible aggregator,,http://apmba.ub.ac.id/index.php/apmba/index
"Regeneration, Reconstruction &amp; Restoration",Journal,collected from a compatible aggregator,,http://journals.sbmu.ac.ir/tripleR/index
"Acta Universitatis Lodziensis: Folia Sociologica",Journal,collected from a compatible aggregator,,https://wydawnictwo.uni.lodz.pl/redakcje-czasopism/acta-universitatis-lodziensis-folia-sociologica/
"African Journal of Urology",Journal,collected from a compatible aggregator,,https://afju.springeropen.com
"Water Resources and Industry",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/water-resources-and-industry/
"Journal of Health Policy and Management",Journal,collected from a compatible aggregator,,http://thejhpm.com/
"Soil Systems",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/soilsystems
"Borneo Journal of Pharmacy",Journal,collected from a compatible aggregator,,http://journal.umpalangkaraya.ac.id/index.php/bjop
"Toloo-e-behdasht",Journal,collected from a compatible aggregator,,http://tbj.ssu.ac.ir/index.php?slc_lang=en&amp;sid=1
"Clinical and Translational Science",Journal,collected from a compatible aggregator,,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-8062
"Wellcome Open Research",Journal,collected from a compatible aggregator,,https://wellcomeopenresearch.org/
"Agrimor: Jurnal Agribisnis Lahan Kering",Journal,collected from a compatible aggregator,,https://savana-cendana.id/index.php/AG
"Applied Linguistics Research Journal",Journal,collected from a compatible aggregator,,http://alrjournal.com
"Radiation Protection and Environment",Journal,collected from a compatible aggregator,,http://www.rpe.org.in
"Ekuilibrium: Jurnal Ilmiah Bidan Ilmu Ekonomi",Journal,collected from a compatible aggregator,,http://journal.umpo.ac.id/index.php/ekuilibrium
"NursingPlus Open",Journal,collected from a compatible aggregator,,https://www.journals.elsevier.com/nursingplus-open/
"International Journal of Education",Journal,collected from a compatible aggregator,,http://ejournal.upi.edu/index.php/ije/index
"Gestão &amp; Produção",Journal,collected from a compatible aggregator,,http://www.scielo.br/scielo.php?pid=0104-530X&amp;script=sci_serial
"Revista de Pesquisa e Educação Jurídica",Journal,collected from a compatible aggregator,,http://indexlaw.org/index.php/rpej/index
"Synergies Pays Scandinaves",Journal,collected from a compatible aggregator,,http://gerflint.fr/synergies-pays-scandinaves
"BJR|case reports",Journal,collected from a compatible aggregator,,http://www.birpublications.org/bjrcr
"Journal of the International Society of Sports Nutrition",Journal,collected from a compatible aggregator,,http://www.jissn.com/
"Educación y Ciudad",Journal,collected from a compatible aggregator,,http://revistas.idep.edu.co/index.php/educacion-y-ciudad/index
"Archaeologia Lituana",Journal,collected from a compatible aggregator,,http://www.journals.vu.lt/archaeologia-lituana/
"Estudios Gerenciales",Journal,collected from a compatible aggregator,,http://www.icesi.edu.co/estudios_gerenciales/en/
"Advances in Nephrology",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/an/
"Advances in Medicine",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/amed/
"Economic and Business Review",Journal,collected from a compatible aggregator,,http://www.ebrjournal.net/
"Mass Spectrometry Letters",Journal,collected from a compatible aggregator,,http://www.msletters.org
"Gospodarka Narodowa",Journal,collected from a compatible aggregator,,http://gnpje.sgh.waw.pl
"International Journal of Knowledge Content Development and Technology",Journal,collected from a compatible aggregator,,http://ijkcdt.net/
"Case Reports in Obstetrics and Gynecology",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/criog/
"Electronic Proceedings in Theoretical Computer Science",Journal,collected from a compatible aggregator,,http://eptcs.org/
"Tidsskrift for Kjønnsforskning",Journal,collected from a compatible aggregator,,https://www.idunn.no/tfk
"Lecturae Tropatorum",Journal,collected from a compatible aggregator,,http://www.lt.unina.it/
"The Journal of Pathology: Clinical Research",Journal,collected from a compatible aggregator,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2056-4538
"Vitruvio: International Journal of Architectural Technology and Sustainability",Journal,collected from a compatible aggregator,,http://polipapers.upv.es/index.php/vitruvio
"Geografická revue",Journal,collected from a compatible aggregator,,http://www.fpv.umb.sk/geo-revue/
"Bìologìčnij Vìsnik Melìtopolʹsʹkogo Deržavnogo Pedagogìčnogo Universitetu Imenì Bogdana Hmelʹnicʹkogo",Journal,collected from a compatible aggregator,,http://ojs.mdpu.org.ua/index.php/biol
"Southern African Journal of Infectious Diseases",Journal,collected from a compatible aggregator,,https://sajid.co.za
"Bulletin du Centre de Recherche du Château de Versailles",Journal,collected from a compatible aggregator,,http://crcv.revues.org/
"Frontiers in Neuroscience",Journal,collected from a compatible aggregator,,http://www.frontiersin.org/neuroscience
"Journal of Purdue Undergraduate Research",Journal,collected from a compatible aggregator,,http://www.jpur.org
"Journal of Library Science",Journal,collected from a compatible aggregator,,http://jlis.lis.ntu.edu.tw/index.php?option=com_content&amp;view=article&amp;id=16&amp;Itemid=5&amp;lang=us
"Dauliyah",Journal,collected from a compatible aggregator,,http://ejournal.unida.gontor.ac.id/index.php/dauliyah
"Contexto",Journal,collected from a compatible aggregator,,http://revistas.uexternado.edu.co/index.php?journal=contexto
"Journal of Asian Rural Studies",Journal,collected from a compatible aggregator,,http://pasca.unhas.ac.id/ojs/index.php/jars/index
"Grain &amp; Oil Science and Technology",Journal,collected from a compatible aggregator,,http://www.keaipublishing.com/en/journals/grain-and-oil-science-and-technology/
"Runa",Journal,collected from a compatible aggregator,,http://revistascientificas.filo.uba.ar/index.php/runa
"Open Engineering",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/eng
"Diálogo das Letras",Journal,collected from a compatible aggregator,,http://periodicos.uern.br/index.php/dialogodasletras/index
"Molecular Cytogenetics",Journal,collected from a compatible aggregator,,http://www.molecularcytogenetics.org/
"Caspian Journal of Internal Medicine",Journal,collected from a compatible aggregator,,http://www.caspjim.com
"International Journal of Basic Science in Medicine",Journal,collected from a compatible aggregator,,http://ijbsm.zbmu.ac.ir
"Ars Adriatica",Journal,collected from a compatible aggregator,,http://hrcak.srce.hr/arsadriatica
"New Approaches in Sport Sciences",Journal,collected from a compatible aggregator,,http://nass.atu.ac.ir/
"Journal of Information Science Theory and Practice",Journal,collected from a compatible aggregator,,http://www.jistap.org/
"Arte, Individuo y Sociedad",Journal,collected from a compatible aggregator,,http://revistas.ucm.es/index.php/ARIS/
"ISRN Pharmacology",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/isrn.pharmacology/
"Revista de Economía Crítica",Journal,collected from a compatible aggregator,,http://revistaeconomiacritica.org/
"Jurnal Of English Language And Education",Journal,collected from a compatible aggregator,,http://ejurnal.mercubuana-yogya.ac.id/index.php/jele
"Geologia Croatica",Journal,collected from a compatible aggregator,,http://www.geologia-croatica.hr/index.php/GC
"Revista Produção e Desenvolvimento",Journal,collected from a compatible aggregator,,http://revistas.cefet-rj.br/index.php/producaoedesenvolvimento
"Atmospheric Measurement Techniques",Journal,collected from a compatible aggregator,,http://www.atmospheric-measurement-techniques.net/home.html
"Geosfera Indonesia",Journal,collected from a compatible aggregator,,https://jurnal.unej.ac.id/index.php/GEOSI
"Revista Colombiana de Bioética",Journal,collected from a compatible aggregator,,http://revistas.unbosque.edu.co/index.php/RCB
"Revista Hábitat Sustentable",Journal,collected from a compatible aggregator,,http://www.revistahabitatsustentable.cl
"Journal of Dental Research and Review",Journal,collected from a compatible aggregator,,http://www.jdrr.org/
"Revista Gestión I+D",Journal,collected from a compatible aggregator,,http://saber.ucv.ve/ojs/index.php/rev_GID
"Cahiers Victoriens et Edouardiens",Journal,collected from a compatible aggregator,,http://cve.revues.org
"Anuário de Literatura",Journal,collected from a compatible aggregator,,https://periodicos.ufsc.br/index.php/literatura
"BMC Cancer",Journal,collected from a compatible aggregator,,http://bmccancer.biomedcentral.com
"Open Review of Educational Research",Journal,collected from a compatible aggregator,,https://www.tandfonline.com/toc/rrer20/current
"Novitates Caribaea",Journal,collected from a compatible aggregator,,http://novitatescaribaea.do
"Frontiers in Forests and Global Change",Journal,collected from a compatible aggregator,,https://www.frontiersin.org/journals/forests-and-global-change#
"South-East European Forestry",Journal,collected from a compatible aggregator,,http://www.seefor.eu/
"Translational Neurodegeneration",Journal,collected from a compatible aggregator,,http://www.translationalneurodegeneration.com/
"Journal of Shanghai Normal University (Natural Sciences)",Journal,collected from a compatible aggregator,,http://qktg.shnu.edu.cn/zrb/shsfqkszrben/ch/index.aspx
"Advances in Condensed Matter Physics",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/acmp/
"Journal of Epidemiology and Global Health",Journal,collected from a compatible aggregator,,https://www.atlantis-press.com/journals/jegh
"Jurnal Sains &amp; Teknologi Lingkungan",Journal,collected from a compatible aggregator,,http://journal.uii.ac.id/index.php/JSTL
"Metals",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/metals
"Documents d'Anàlisi Geogràfica",Journal,collected from a compatible aggregator,,http://revistes.uab.cat/dag
"Journal of Minimal Access Surgery",Journal,collected from a compatible aggregator,,http://www.journalofmas.com/
"Agrology",Journal,collected from a compatible aggregator,,http://ojs.dsau.dp.ua/index.php/agrology
"Journal of Medical Biochemistry",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/jomb
"Avances en Ciencias e Ingenierías",Journal,collected from a compatible aggregator,,https://revistas.usfq.edu.ec/index.php/avances
"Historia i Polityka",Journal,collected from a compatible aggregator,,http://apcz.umk.pl/czasopisma//index.php/HiP
"SciPost Physics",Journal,collected from a compatible aggregator,,https://scipost.org/SciPostPhys
"Journal the Winners: Economics, Business, Management, and Information System Journal",Journal,collected from a compatible aggregator,,http://journal.binus.ac.id/index.php/winners
"Education Strategies in Medical Sciences",Journal,collected from a compatible aggregator,,http://www.edcbmj.ir/index.php?slc_lang=en&amp;sid=1
"Materiales para la Historia del Deporte",Journal,collected from a compatible aggregator,,http://www.upo.es/revistas/index.php/materiales_historia_deporte/
"Russian Journal of Economics",Journal,collected from a compatible aggregator,,https://rujec.org/
"Peshawar Journal of Psychology and Behavioral Sciences",Journal,collected from a compatible aggregator,,http://www.pjpbsicp.com
"Journal of Circulating Biomarkers",Journal,collected from a compatible aggregator,,https://journals.sagepub.com/home/cbx
"Parasite",Journal,collected from a compatible aggregator,,http://www.parasite-journal.org/
"Biotechnology Research International",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/btri/
"Uluslararası Türk Lehçe Araştırmaları Dergisi",Journal,collected from a compatible aggregator,,https://dergipark.org.tr/en/pub/turklad
"sui-generis",Journal,collected from a compatible aggregator,,http://sui-generis.ch
"Tri Dasa Mega",Journal,collected from a compatible aggregator,,http://jurnal.batan.go.id/index.php/tridam/index
"Nanomaterials",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/nanomaterials
"Journal of Health and Social Sciences",Journal,collected from a compatible aggregator,,http://journalhss.com/
"Perioperative Medicine",Journal,collected from a compatible aggregator,,https://perioperative.org.ua/index.php/prtmdc
"PPAR Research",Journal,collected from a compatible aggregator,,http://www.hindawi.com/journals/ppar/
"Plaza Pública: Revista de Trabajo Social",Journal,collected from a compatible aggregator,,http://www.fch.unicen.edu.ar/plazapublica
"Knowledge &amp; Performance Management",Journal,collected from a compatible aggregator,,https://businessperspectives.org/journals/knowledge-and-performance-management-2?category_id=30
"La Granja: Revista de Ciencias de la Vida",Journal,collected from a compatible aggregator,,http://revistas.ups.edu.ec/index.php/granja
"RUDN Journal of Informatization in Education",Journal,collected from a compatible aggregator,,http://journals.rudn.ru/informatization-education
"Mens Sana Monographs",Journal,collected from a compatible aggregator,,http://www.msmonographs.org/
"Przegląd Dermatologiczny",Journal,collected from a compatible aggregator,,http://www.termedia.pl/Journal/Przeglad_Dermatologiczny-56
"Èkonomika Regiona",Journal,collected from a compatible aggregator,,http://www.economyofregion.com/
"Iranian Journal of Basic Medical Sciences",Journal,collected from a compatible aggregator,,http://ijbms.mums.ac.ir/
"Journal of Spectral Imaging",Journal,collected from a compatible aggregator,,https://www.impopen.com/jsi
"Arctic, Antarctic, and Alpine Research",Journal,collected from a compatible aggregator,,http://www.tandfonline.com/UAAR
"Research Letters in Electronics",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/rle/
"Revista Cubana de Física",Journal,collected from a compatible aggregator,,http://www.revistacubanadefisica.org/index.php/rcf/index
"Journal of Energy",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jen/
"Revista ESMAT",Journal,collected from a compatible aggregator,,http://esmat.tjto.jus.br/publicacoes/index.php/revista_esmat/index
"IUCrData",Journal,collected from a compatible aggregator,,http://iucrdata.iucr.org
"Virtual Reality &amp; Intelligent Hardware",Journal,collected from a compatible aggregator,,http://www.keaipublishing.com/en/journals/virtual-reality-and-intelligent-hardware/
"Preventive Medicine Reports",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/preventive-medicine-reports/
"Cahiers du MIMMOC",Journal,collected from a compatible aggregator,,http://mimmoc.revues.org/
"Radio Physics and Radio Astronomy",Journal,collected from a compatible aggregator,,http://rpra-journal.org.ua/
"ESPES",Journal,collected from a compatible aggregator,,http://espes.ff.unipo.sk
"CHIRONOMUS Journal of Chironomidae Research",Journal,collected from a compatible aggregator,,http://www.ntnu.no/ojs/index.php/chironomus
"International Journal of Applied Mathematics and Computer Science",Journal,collected from a compatible aggregator,,https://www.amcs.uz.zgora.pl/
"Annals of the University of Craiova for Journalism, Communication and Management",Journal,collected from a compatible aggregator,,http://www.aucjc.ro/
"Питання культурології",Journal,collected from a compatible aggregator,,http://issues-culture-knukim.pp.ua
"Innoeduca",Journal,collected from a compatible aggregator,,http://revistas.uma.es/index.php/innoeduca/index
"Эпидемиология и вакцинопрофилактика",Journal,collected from a compatible aggregator,,https://www.epidemvac.ru
"Children",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/children
"Pós: Revista do Programa de Pós-Graduação em Arquitetura e Urbanismo da FAUUSP",Journal,collected from a compatible aggregator,,http://www.revistas.usp.br/posfau
"Geriatrics",Journal,collected from a compatible aggregator,,https://www.mdpi.com/journal/geriatrics
"InSitu: Revista Científica do Programa de Mestrado Profissional em Projeto, Produção e Gestão do Espaço Urbano",Journal,collected from a compatible aggregator,,http://www.revistaseletronicas.fiamfaam.br/index.php/situs/index
"Journal of Economics and Management",Journal,collected from a compatible aggregator,,http://www.ue.katowice.pl/jem
"Obrana a Strategie",Journal,collected from a compatible aggregator,,http://www.defenceandstrategy.eu/en/
"Journal of Cognition",Journal,collected from a compatible aggregator,,https://www.journalofcognition.org/
"Geography, Environment, Sustainability",Journal,collected from a compatible aggregator,,http://ges.rgo.ru
"Folia Oeconomica Stetinensia",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/foli
"Indonesian Journal of Human Nutrition",Journal,collected from a compatible aggregator,,http://ijhn.ub.ac.id/
"Campus",Journal,collected from a compatible aggregator,,http://www.usmp.edu.pe/campus/
"Project Baikal",Journal,collected from a compatible aggregator,,http://www.projectbaikal.com
"SSM: Population Health",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/ssm-population-health/
"Abant İzzet Baysal Üniversitesi Sosyal Bilimler Enstitüsü Dergisi",Journal,collected from a compatible aggregator,,http://sbedergi.ibu.edu.tr/index.php/sbedergi
"Indonesian Journal of Computer Science",Journal,collected from a compatible aggregator,,http://ijcs.stmikindonesia.ac.id/index.php/ijcs/index
"Human Movement",Journal,collected from a compatible aggregator,,https://www.termedia.pl/Journal/Human_Movement-129
"Известия высших учебных заведений: Проблемы энергетики",Journal,collected from a compatible aggregator,,https://www.energyret.ru/jour/
"Acta Universitatis Cibiniensis. Series E: Food Technology",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/aucft
"Journal of Contemporary Brachytherapy",Journal,collected from a compatible aggregator,,http://www.termedia.pl/Journal/Journal_of_Contemporary_Brachytherapy-54
"Revista Brasileira de Geomática",Journal,collected from a compatible aggregator,,https://periodicos.utfpr.edu.br/rbgeo/
"Fire",Journal,collected from a compatible aggregator,,https://www.mdpi.com/journal/fire
"Revista Mad",Journal,collected from a compatible aggregator,,http://www.revistamad.uchile.cl/
"International Journal of Pediatrics",Journal,collected from a compatible aggregator,,http://ijp.mums.ac.ir
"Dialogic Pedagogy",Journal,collected from a compatible aggregator,,http://dpj.pitt.edu
"Journal of Eating Disorders",Journal,collected from a compatible aggregator,,http://www.jeatdisord.com/
"Métodos de Información",Journal,collected from a compatible aggregator,,http://www.metodosdeinformacion.es
"پژوهش‌نامه حقوق اسلامی (پیوسته)",Journal,collected from a compatible aggregator,,http://ilr.journals.isu.ac.ir/
"Advances in Operator Theory",Journal,collected from a compatible aggregator,,http://aot-math.org/
"Revista de Odontologia da UNESP",Journal,collected from a compatible aggregator,,http://www.revodontolunesp.com.br
"Tecnología Educativa",Journal,collected from a compatible aggregator,,https://tecedu.uho.edu.cu/index.php/tecedu
"Economics and Finance in Indonesia",Journal,collected from a compatible aggregator,,http://efi.ui.ac.id/index.php/efi
"Ain Shams Journal of Anesthesiology",Journal,collected from a compatible aggregator,,https://asja.springeropen.com/
"Barnelitterært Forskningstidsskrift",Journal,collected from a compatible aggregator,,https://www.idunn.no/blft?languageId=2
"Health, Spirituality and Medical Ethics",Journal,collected from a compatible aggregator,,http://jhsme.muq.ac.ir/
"Sosyal Ekonomik Araştırmalar Dergisi",Journal,collected from a compatible aggregator,,http://dergipark.gov.tr/susead
"International Journal for Equity in Health",Journal,collected from a compatible aggregator,,http://www.equityhealthj.com/
"Yustisia",Journal,collected from a compatible aggregator,,https://jurnal.uns.ac.id/yustisia/
"Universitas: Relações Internacionais",Journal,collected from a compatible aggregator,,http://www.publicacoesacademicas.uniceub.br/index.php/relacoesinternacionais
"Panorama Económico",Journal,collected from a compatible aggregator,,https://revistas.unicartagena.edu.co/index.php/panoramaeconomico
"Journal of Ecological Engineering",Journal,collected from a compatible aggregator,,http://www.jeeng.net
"Journal of Osseointegration",Journal,collected from a compatible aggregator,,http://www.journalofosseointegration.eu
"International Journal of Enteric Pathogens",Journal,collected from a compatible aggregator,,http://enterpathog.com/?page=home
"Journal of Aesthetics &amp; Culture",Journal,collected from a compatible aggregator,,https://www.tandfonline.com/toc/zjac20/current
"Acta Médica Costarricense",Journal,collected from a compatible aggregator,,http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=0001-6002&lng=en&nrm=iso
"apropos [Perspektiven auf die Romania]",Journal,collected from a compatible aggregator,,http://www.apropos-romania.de
"Open Veterinary Journal",Journal,collected from a compatible aggregator,,http://www.openveterinaryjournal.com
"Журнал Белорусского государственного университета: География, геология",Journal,collected from a compatible aggregator,,https://journals.bsu.by/index.php/geography/index
"Electronic Journal of Plant Breeding",Journal,collected from a compatible aggregator,,http://www.ejplantbreeding.org/
"Canadian Journal of Kidney Health and Disease",Journal,collected from a compatible aggregator,,http://cjk.sagepub.com/
"BMC Immunology",Journal,collected from a compatible aggregator,,http://bmcimmunol.biomedcentral.com
"Journal of Acupuncture &amp; Meridian Studies",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/journal-of-acupuncture-and-meridian-studies
"Contextes",Journal,collected from a compatible aggregator,,http://contextes.revues.org/
