Name,Type,Compatibility,OAI-PMH,website
"The Person and the Challenges. The Journal of Theology, Education, Canon Law and Social Studies Inspired by Pope John Paul II",Journal,collected from a compatible aggregator,,http://czasopisma.upjp2.edu.pl/thepersonandthechallenges/index
"Historia Agraria",Journal,collected from a compatible aggregator,,http://historiaagraria.com/en/index.php
"International Journal of Bahamian Studies",Journal,collected from a compatible aggregator,,http://journals.sfu.ca/cob/index.php/files/index
"Авіаційно-космічна техніка та технологія",Journal,collected from a compatible aggregator,,http://nti.khai.edu/ojs/index.php/aktt/index
"Electronics",Journal,collected from a compatible aggregator,,http://www.electronics.etfbl.net/
"BBR: Brazilian Business Review",Journal,collected from a compatible aggregator,,http://www.bbronline.com.br/index.php/bbr
"Ecozon@",Journal,collected from a compatible aggregator,,http://www.ecozona.eu
"npj Science of Learning",Journal,collected from a compatible aggregator,,https://www.nature.com/npjscilearn/
"Iranian Journal of Language Teaching Research",Journal,collected from a compatible aggregator,,http://www.urmia.ac.ir/ijltr/default.aspx
"Journal of Business Paradigms",Journal,collected from a compatible aggregator,,http://journal.par.hr/
"Measurement + Control",Journal,collected from a compatible aggregator,,https://journals.sagepub.com/home/mac
"Online Journal of Music Sciences",Journal,collected from a compatible aggregator,,http://dergipark.gov.tr/ojomus
"Jurnal Akuntansi Keuangan dan Bisnis",Journal,collected from a compatible aggregator,,http://jurnal.pcr.ac.id/index.php/jakb
"Annals of Applied Sport Science",Journal,collected from a compatible aggregator,,http://www.aassjournal.com
"RUDN journal of Sociology",Journal,collected from a compatible aggregator,,http://journals.rudn.ru/sociology
"International Journal for Court Administration",Journal,collected from a compatible aggregator,,http://www.iacajournal.org
"Journal of Medical Education",Journal,collected from a compatible aggregator,,http://journals.sbmu.ac.ir/jme
"Journal of Birjand University of Medical Sciences",Journal,collected from a compatible aggregator,,http://journal.bums.ac.ir
"e-Finanse",Journal,collected from a compatible aggregator,,http://www.e-finanse.com/
"Asian Journal of Atmospheric Environment",Journal,collected from a compatible aggregator,,http://asianjae.org/
"Fonseca: Journal of Communication",Journal,collected from a compatible aggregator,,http://revistas.usal.es/index.php/2172-9077/
"SASI",Journal,collected from a compatible aggregator,,https://fhukum.unpatti.ac.id/jurnal/sasi/
"Recycling",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/recycling
"Ekonomska Misao i Praksa",Journal,collected from a compatible aggregator,,http://hrcak.srce.hr/emp?lang=en
"Revista de Historia Social y de las Mentalidades",Journal,collected from a compatible aggregator,,http://www.revistas.usach.cl/ojs/index.php/historiasocial/index
"ILIRIA International Review",Journal,collected from a compatible aggregator,,http://iliriapublications.org/index.php/iir/index
"Journal of Neurodevelopmental Disorders",Journal,collected from a compatible aggregator,,http://www.jneurodevdisorders.com/
"Temas Agrarios",Journal,collected from a compatible aggregator,,http://revistas.unicordoba.edu.co/index.php/temasagrarios/index
"Vìsnik - Kiïvsʹkij nacìonalʹnij unìversitet ìmenì Tarasa Ševčenka: Ìstorìâ",Journal,collected from a compatible aggregator,,https://visnyk.history.knu.ua/
"Acta Universitatis Carolinae: Kinanthropologica",Journal,collected from a compatible aggregator,,https://karolinum.cz/casopis/auc-kinanthropologica
"Turkish Journal of Agriculture: Food Science and Technology",Journal,collected from a compatible aggregator,,http://agrifoodscience.com/index.php/TURJAF/index
"Journal of Educational, Health and Community Psychology",Journal,collected from a compatible aggregator,,http://journal.uad.ac.id/index.php/Psychology/index
"Vivlīoḟika",Journal,collected from a compatible aggregator,,http://vivliofika.library.duke.edu/
"Arena : Journal of Physical Activities",Journal,collected from a compatible aggregator,,http://www.uav.ro/jour/index.php/ajpa
"Salāmat-i ijtimā̒ī",Journal,collected from a compatible aggregator,,http://journals.sbmu.ac.ir/en-ch
"Reflexão &amp; Ação",Journal,collected from a compatible aggregator,,http://online.unisc.br/seer/index.php/reflex/index
"Acta Pediátrica de México",Journal,collected from a compatible aggregator,,http://www.actapediatrica.org.mx
"Al-Ta'lim",Journal,collected from a compatible aggregator,,http://journal.tarbiyahiainib.ac.id/index.php/attalim
"Starinar",Journal,collected from a compatible aggregator,,http://www.doiserbia.nb.rs/journal.aspx?issn=0350-0241
"Anali Hrvatskog Politološkog Društva",Journal,collected from a compatible aggregator,,http://hrcak.srce.hr/analihpd?lang=en
"Taxes and Taxation",Journal,collected from a compatible aggregator,,https://en.nbpublish.com/engttm/
"Journal of Mathematical Extension",Journal,collected from a compatible aggregator,,http://www.ijmex.com
"Acta Veterinaria Brno",Journal,collected from a compatible aggregator,,http://actavet.vfu.cz/
"Penelitian Gizi dan Makanan",Journal,collected from a compatible aggregator,,http://ejournal.litbang.depkes.go.id/index.php/pgm
"PedActa",Journal,collected from a compatible aggregator,,http://padi.psiedu.ubbcluj.ro/pedacta/
"BioData Mining",Journal,collected from a compatible aggregator,,http://www.biodatamining.org/
"Jurnal Pariwisata",Journal,collected from a compatible aggregator,,http://ejournal.bsi.ac.id/ejurnal/index.php/jp/index
"Brazilian Journal of Biology",Journal,collected from a compatible aggregator,,http://www.scielo.br/bjb
"Marshall Journal of Medicine",Journal,collected from a compatible aggregator,,https://mds.marshall.edu/mjm/
"Falah: Jurnal Ekonomi Syariah",Journal,collected from a compatible aggregator,,http://ejournal.umm.ac.id/index.php/JES
"Azafea: Revista de Filosofía",Journal,collected from a compatible aggregator,,http://revistas.usal.es/index.php/0213-3563/index
"Journal of Biomedical Education",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jbe/
"Revista Gestão Universitária na América Latina",Journal,collected from a compatible aggregator,,https://periodicos.ufsc.br/index.php/gual/index
"Історія науки і техніки",Journal,collected from a compatible aggregator,,http://hst-journal.com
"Global Education Review",Journal,collected from a compatible aggregator,,http://ger.mercy.edu
"BANTAO Journal",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/bj
"Coherent Optical Phenomena",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/coph
"Archaeology International",Journal,collected from a compatible aggregator,,http://www.ai-journal.com/
"Arthritis Research &amp; Therapy",Journal,collected from a compatible aggregator,,http://www.arthritis-research.com/
"Breathe",Journal,collected from a compatible aggregator,,https://breathe.ersjournals.com/
"REGE Revista de Gestão",Journal,collected from a compatible aggregator,,http://www.emeraldgrouppublishing.com/services/publishing/rege/
"Farmacia Hospitalaria",Journal,collected from a compatible aggregator,,http://www.aulamedica.es/gdcr/index.php/fh/issue/current
"Discussiones Mathematicae Graph Theory",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/dmgt
"Signifikan",Journal,collected from a compatible aggregator,,http://journal.uinjkt.ac.id/index.php/signifikan
"Nano-Micro Letters",Journal,collected from a compatible aggregator,,http://www.springer.com/40820
"Asian Journal of Transfusion Science",Journal,collected from a compatible aggregator,,http://ajts.org/
"Europe and the World",Journal,collected from a compatible aggregator,,https://www.uclpress.co.uk/pages/europe-and-the-world-a-law-review
"BIO Web of Conferences",Journal,collected from a compatible aggregator,,http://www.bio-conferences.org
"Journal of the American Society for Horticultural Science",Journal,collected from a compatible aggregator,,https://journals.ashs.org/jashs/view/journals/jashs/jashs-overview.xml
"Mathematics and its Applications: Annals of the Academy of Romanian Scientists",Journal,collected from a compatible aggregator,,http://www.mathematics-and-its-applications.com
"Agronomía Colombiana",Journal,collected from a compatible aggregator,,http://revistas.unal.edu.co/index.php/agrocol
"Research and Humanities in Medical Education",Journal,collected from a compatible aggregator,,http://rhime.in/ojs/index.php?journal=rhime&amp;page=index
"Micro and Nano Systems Letters",Journal,collected from a compatible aggregator,,http://www.mnsl-journal.com/
"Sejarah dan Budaya: Jurnal Sejarah, Budaya, dan Pengajarannya",Journal,collected from a compatible aggregator,,http://journal2.um.ac.id/index.php/sejarah-dan-budaya/index
"Journal of Public Interest Communications",Journal,collected from a compatible aggregator,,http://journals.fcla.edu/jpic/index
"Investigaciones Feministas",Journal,collected from a compatible aggregator,,http://revistas.ucm.es/index.php/INFE
"Journal of Research in Medical Sciences",Journal,collected from a compatible aggregator,,http://www.jmsjournal.net/
"Eurasian Journal of Pulmonology",Journal,collected from a compatible aggregator,,http://www.eurasianjpulmonol.com/aboutus.asp
"Ciudad Paz-ando",Journal,collected from a compatible aggregator,,http://revistas.udistrital.edu.co/ojs/index.php/cpaz/index
"Rey Desnudo: Revista de Libros",Journal,collected from a compatible aggregator,,https://reydesnudo.com.ar
"Rehabilitacja Medyczna",Journal,collected from a compatible aggregator,,https://rehmed.pl/
"Pecunia: Revista de la Facultad de Ciencias Económicas y Empresariales",Journal,collected from a compatible aggregator,,http://revpubli.unileon.es/ojs/index.php/Pecvnia/index
"EuPA Open Proteomics",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/eupa-open-proteomics/
"Communiquer",Journal,collected from a compatible aggregator,,http://communiquer.revues.org
"Phytopathologia Mediterranea",Journal,collected from a compatible aggregator,,http://www.fupress.net/index.php/pm/index
"The Scientific World Journal",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/tswj/
"Journal of Dentistry",Journal,collected from a compatible aggregator,,http://dentjods.sums.ac.ir/
"Revista Historia de la Educación Latinoamericana",Journal,collected from a compatible aggregator,,http://revistas.uptc.edu.co/revistas/index.php/historia_educacion_latinamerican/index
"REDVET",Journal,collected from a compatible aggregator,,http://www.veterinaria.org/revistas/redvet
"JIPI (Jurnal IPA dan Pembelajaran IPA)",Journal,collected from a compatible aggregator,,http://www.jurnal.unsyiah.ac.id/JIPI/index
"Italian Journal of Public Health",Journal,collected from a compatible aggregator,,http://ijphjournal.it/
"Renewable Energy and Sustainable Development",Journal,collected from a compatible aggregator,,http://apc.aast.edu/ojs/index.php/RESD/index
"Ornamental Horticulture",Journal,collected from a compatible aggregator,,https://ornamentalhorticulture.emnuvens.com.br/rbho/index
"Monitoring Obŝestvennogo Mneniâ: Ekonomičeskie i Socialʹnye Peremeny",Journal,collected from a compatible aggregator,,https://monitoringjournal.ru
"Studi di Storia Medioevale e di Diplomatica - Nuova Serie",Journal,collected from a compatible aggregator,,https://riviste.unimi.it/index.php/SSMD/index
"Journal of Otology",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/journal-of-otology/
"International Review of Public Policy",Journal,collected from a compatible aggregator,,https://journals.openedition.org/irpp
"Cihan University-Erbil Journal of Humanities and Social Sciences",Journal,collected from a compatible aggregator,,https://journals.cihanuniversity.edu.iq/index.php/cuejhss
"Solid Earth Sciences",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/solid-earth-sciences/
"Prolegomena",Journal,collected from a compatible aggregator,,http://hrcak.srce.hr/prolegomena?lang=en
"Informacijos Mokslai",Journal,collected from a compatible aggregator,,http://www.journals.vu.lt/informacijos-mokslai
"Studii si Cercetari Filolgice: Seria Limbi Romanice",Journal,collected from a compatible aggregator,,http://www.philologie-romane.eu
"European Medical Journal Respiratory",Journal,collected from a compatible aggregator,,http://emjreviews.com/therapeutic-area/respiratory/
"Medicinski Glasnik",Journal,collected from a compatible aggregator,,http://ljkzedo.ba/medicinski-glasnik/
"Lebenswelt: Aesthetics and Philosophy of Experience",Journal,collected from a compatible aggregator,,http://riviste.unimi.it/index.php/Lebenswelt/
"Images Re-Vues",Journal,collected from a compatible aggregator,,http://imagesrevues.revues.org/
"Frontiers in Earth Science",Journal,collected from a compatible aggregator,,http://www.frontiersin.org/earth_science
"Sri Lanka Journal of Medicine",Journal,collected from a compatible aggregator,,https://sljm.sljol.info/
"Вісник Харківського національного університету імені В.Н. Каразіна. Серія Філософія, філософські перипетії",Journal,collected from a compatible aggregator,,https://periodicals.karazin.ua/philosophy/index
"Sample Preparation",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/sampre
"Fish Scientiae",Journal,collected from a compatible aggregator,,http://ppjp.unlam.ac.id/journal/index.php/FS
"Visegrad Journal on Bioeconomy and Sustainable Development",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/vjbsd
"International Journal of Science and Engineering",Journal,collected from a compatible aggregator,,http://www.ejournal.undip.ac.id/index.php/ijse/
"Revista Eletrônica de Educação",Journal,collected from a compatible aggregator,,http://www.reveduc.ufscar.br/index.php/reveduc
"Critica Educativa",Journal,collected from a compatible aggregator,,http://www.criticaeducativa.ufscar.br/index.php/criticaeducativa
"Journal of Insects",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/insects/
"Molecular Autism",Journal,collected from a compatible aggregator,,http://www.molecularautism.com/
"Studies in Social Justice",Journal,collected from a compatible aggregator,,https://journals.library.brocku.ca/index.php/SSJ
"Revista Contemporânea de Educação",Journal,collected from a compatible aggregator,,https://revistas.ufrj.br/index.php/rce/
"South African Journal of Human Resource Management",Journal,collected from a compatible aggregator,,http://www.sajhrm.co.za
"Die Bodenkultur",Journal,collected from a compatible aggregator,,https://content.sciendo.com/view/journals/boku/boku-overview.xml
"Biosystems Diversity",Journal,collected from a compatible aggregator,,https://ecology.dp.ua/
"Health Psychology Open",Journal,collected from a compatible aggregator,,http://hpo.sagepub.com
"Journal of International Studies",Journal,collected from a compatible aggregator,,http://www.jois.eu/
"Memorabilia: Boletín de Literatura Sapiencial Medieval",Journal,collected from a compatible aggregator,,https://ojs.uv.es/index.php/memorabilia
"Otium",Journal,collected from a compatible aggregator,,http://www.otium.unipg.it/otium
"Em Tese",Journal,collected from a compatible aggregator,,http://www.revistaemtese.com.br
"Contemporary Southeastern Europe",Journal,collected from a compatible aggregator,,http://contemporarysee.org
"Thai Journal of Obstetrics and Gynaecology",Journal,collected from a compatible aggregator,,http://www.tci-thaijo.org/index.php/tjog/index
"Revista Eletrônica História em Reflexão",Journal,collected from a compatible aggregator,,http://ojs.ufgd.edu.br/index.php/historiaemreflexao
"Kodifikasia",Journal,collected from a compatible aggregator,,https://jurnal.iainponorogo.ac.id/index.php/kodifikasia/index
"Educational Process: International Journal",Journal,collected from a compatible aggregator,,http://www.edupij.com/
"مجله علمی دانشگاه علوم پزشکی کردستان",Journal,collected from a compatible aggregator,,http://sjku.muk.ac.ir/index.php?slc_lang=en&amp;sid=1
"New Medicine",Journal,collected from a compatible aggregator,,http://www.newmedicine.pl
"Caligrama: Revista de Estudos Românicos",Journal,collected from a compatible aggregator,,http://periodicos.letras.ufmg.br/index.php/caligrama
"Revue Economie, Gestion et Société",Journal,collected from a compatible aggregator,,https://revues.imist.ma/index.php?journal=REGS&amp;page=index
"Conservation &amp; Society",Journal,collected from a compatible aggregator,,http://www.conservationandsociety.org/
"Revista Internacional de Formação de Professores",Journal,collected from a compatible aggregator,,https://itp.ifsp.edu.br/ojs/index.php/RIFP/index
"Caracol",Journal,collected from a compatible aggregator,,http://www.revistas.usp.br/caracol/index
"Journal of Electrical Systems",Journal,collected from a compatible aggregator,,http://journal.esrgroups.org/jes
"Anales de Filología Clásica",Journal,collected from a compatible aggregator,,http://revistascientificas.filo.uba.ar/index.php/afc/index
"Journal of Mathematics in Industry",Journal,collected from a compatible aggregator,,http://www.mathematicsinindustry.com/
"IJCCS (Indonesian Journal of Computing and Cybernetics Systems)",Journal,collected from a compatible aggregator,,https://jurnal.ugm.ac.id/ijccs
"Dicle Medical Journal",Journal,collected from a compatible aggregator,,http://diclemedj.org/
"Administrative and Municipal Law",Journal,collected from a compatible aggregator,,http://en.nbpublish.com/engamm/
"Journal of Agribusiness and Rural Development",Journal,collected from a compatible aggregator,,http://www.jard.edu.pl
"Revista Brasileira de Economia",Journal,collected from a compatible aggregator,,http://www.scielo.br/scielo.php/script_sci_serial/pid_0034-7140/lng_en/nrm_iso
"Вісник: Київський інститут бізнесу та технологій",Journal,collected from a compatible aggregator,,https://herald.kibit.edu.ua
"ISRN Minimally Invasive Surgery",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/isrn.minimally.invasive.surgery/
"Revista Ingeniería Electrónica, Automática y Comunicaciones",Journal,collected from a compatible aggregator,,http://rielac.cujae.edu.cu/index.php/rieac
"Acta Economica et Turistica",Journal,collected from a compatible aggregator,,https://www.degruyter.com/view/j/aet
"Merkourios",Journal,collected from a compatible aggregator,,http://www.utrechtjournal.org/
"Poljarnyj Vestnik: Norwegian Journal of Slavic Studies",Journal,collected from a compatible aggregator,,https://septentrio.uit.no/index.php/vestnik
"Jurnal Hukum Novelty",Journal,collected from a compatible aggregator,,http://journal.uad.ac.id/index.php/Novelty
"Espace populations sociétés",Journal,collected from a compatible aggregator,,http://eps.revues.org
"Vìsnik Nacìonalʹnogo Tehnìčnogo Unìversitetu «HPÌ». Serìâ: Strategìčne Upravlìnnâ, Upravlìnnâ Portfelâmi, Programami ta Proektami",Journal,collected from a compatible aggregator,,http://pm.khpi.edu.ua/
"Journal of Multidisciplinary Healthcare",Journal,collected from a compatible aggregator,,http://www.dovepress.com/journal-of-multidisciplinary-healthcare-journal
"Biogeosciences",Journal,collected from a compatible aggregator,,http://www.biogeosciences.net
"Journal of Nonlinear Dynamics",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jndy/
"Prosiding Seminar Nasional Masyarakat Biodiversitas Indonesia",Journal,collected from a compatible aggregator,,http://biodiversitas.mipa.uns.ac.id/psnmbi.htm
"Jurnal Alam Bina",Journal,collected from a compatible aggregator,,http://www.ijbes.utm.my
"Majalah Obat Tradisional",Journal,collected from a compatible aggregator,,https://jurnal.ugm.ac.id/TradMedJ/
"Data in Brief",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/data-in-brief/
"Caspian Journal of Neurological Sciences",Journal,collected from a compatible aggregator,,http://cjns.gums.ac.ir/
"Journal of Kirsehir Education Faculty",Journal,collected from a compatible aggregator,,http://kefad.ahievran.edu.tr/
"[sic]",Journal,collected from a compatible aggregator,,http://www.sic-journal.org/
"Territorial Identity and Development",Journal,collected from a compatible aggregator,,http://territorial-identity.ro/
"Studia Periegetica",Journal,collected from a compatible aggregator,,https://studia-periegetica.com/resources/html/cms/MAINPAGE
"Journal of Structures",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jstruc/
"Journal of Sports Science and Medicine",Journal,collected from a compatible aggregator,,http://www.jssm.org
"Bulletin KNOB",Journal,collected from a compatible aggregator,,http://bulletin.knob.nl
"Revista Mexicana de Análisis Político y Administración Pública",Journal,collected from a compatible aggregator,,http://www.remap.ugto.mx/index.php/remap/index
"BMC Chemistry",Journal,collected from a compatible aggregator,,https://bmcchem.biomedcentral.com/
"Buletin Pos dan Telekomunikasi: Media Komunikasi Ilmiah",Journal,collected from a compatible aggregator,,http://online.bpostel.com
"Journal of Business and Social Review in Emerging Economies",Journal,collected from a compatible aggregator,,http://publishing.globalcsrc.org/jbsee/
"J@rgonia",Journal,collected from a compatible aggregator,,http://jargonia.fi
"Yearbook of Antitrust and Regulatory Studies",Journal,collected from a compatible aggregator,,http://www.yars.wz.uw.edu.pl
"Journal of Mechanical Engineering and Sciences",Journal,collected from a compatible aggregator,,http://jmes.ump.edu.my/
"Genre, Sexualité et Société",Journal,collected from a compatible aggregator,,http://gss.revues.org/
"Australasian Accounting, Business and Finance Journal",Journal,collected from a compatible aggregator,,http://ro.uow.edu.au/aabfj/
"Finance and Management",Journal,collected from a compatible aggregator,,https://en.nbpublish.com/e_flc/
"Bulletin of University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca: Horticulture",Journal,collected from a compatible aggregator,,http://journals.usamvcluj.ro/index.php/horticulture
"Restauro Archeologico",Journal,collected from a compatible aggregator,,http://www.fupress.net/index.php/ra
"Arthroplasty Today",Journal,collected from a compatible aggregator,,https://www.journals.elsevier.com/arthroplasty-today/
"Cultura de los Cuidados",Journal,collected from a compatible aggregator,,https://culturacuidados.ua.es/
"Informatika",Journal,collected from a compatible aggregator,,http://inf.grid.by
"Drones",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/drones
"Revista de Cancioneros Impresos y Manuscritos",Journal,collected from a compatible aggregator,,https://rcim.ua.es
"Ecology and Evolution",Journal,collected from a compatible aggregator,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758
"GEOUSP: Espaço e Tempo",Journal,collected from a compatible aggregator,,http://www.revistas.usp.br/geousp/
"DAYAH",Journal,collected from a compatible aggregator,,http://jurnal.ar-raniry.ac.id/index.php/JIE
"Journal of Complex Systems",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jcs/
"GfK Marketing Intelligence Review",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/gfkmir
"Lifesciences Leaflets",Journal,collected from a compatible aggregator,,http://lifesciencesleaflets.blogspot.com/
"French Journal for Media Research",Journal,collected from a compatible aggregator,,http://frenchjournalformediaresearch.com/lodel/index.php?lang=EN
"Jurnal Sain Peternakan Indonesia",Journal,collected from a compatible aggregator,,https://ejournal.unib.ac.id/index.php/jspi/index
"Hydrology",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/hydrology
"Journal of Pedagogical Research",Journal,collected from a compatible aggregator,,http://ijopr.com/
"Journal of Photonics",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jpho/
"Molecular Medicine",Journal,collected from a compatible aggregator,,https://molmed.biomedcentral.com
"Revista de Psiquiatria do Rio Grande do Sul",Journal,collected from a compatible aggregator,,http://www.scielo.br/rprs
"Drinking Water Engineering and Science",Journal,collected from a compatible aggregator,,http://www.drink-water-eng-sci.net/recent_papers.html
"Revue Italienne d'Etudes Françaises",Journal,collected from a compatible aggregator,,http://rief.revues.org
"ReS Futurae : Revue d'Études sur la Science-fiction",Journal,collected from a compatible aggregator,,http://resf.revues.org/
"Proceedings of NAS RA : Mechanics",Journal,collected from a compatible aggregator,,http://www.flib.sci.am/eng/Mech/
"Asian Exercise and Sport Science Journal",Journal,collected from a compatible aggregator,,http://journal.aesasport.com/
"Journal of Vibroengineering",Journal,collected from a compatible aggregator,,https://jvejournals.com/journal/JVE
"Alʹmanah Kliničeskoj Mediciny",Journal,collected from a compatible aggregator,,http://www.almclinmed.ru
"Acta Aquatica",Journal,collected from a compatible aggregator,,http://ojs.unimal.ac.id/index.php/acta-aquatica
"Études Lawrenciennes",Journal,collected from a compatible aggregator,,http://lawrence.revues.org
"Peitho",Journal,collected from a compatible aggregator,,https://pressto.amu.edu.pl/index.php/peitho/index
"Analitika",Journal,collected from a compatible aggregator,,http://ojs.uma.ac.id/index.php/analitika
"Pubawidya: Jurnal Penelitian dan Pengembangan Arkeologi",Journal,collected from a compatible aggregator,,http://purbawidya.kemdikbud.go.id/index.php
"Tilburg Law Review",Journal,collected from a compatible aggregator,,https://tilburglawreview.com/
"Educação",Journal,collected from a compatible aggregator,,http://revistaseletronicas.pucrs.br/faced/ojs/index.php/faced
"Journal of Copyright in Education and Librarianship",Journal,collected from a compatible aggregator,,https://www.jcel-pub.org
"Journal of Numerical Cognition",Journal,collected from a compatible aggregator,,http://jnc.psychopen.eu
"Open Journal for Studies in Linguistics",Journal,collected from a compatible aggregator,,http://centerprode.com/ojsl.html
"Italian Antitrust Review",Journal,collected from a compatible aggregator,,http://iar.agcm.it
"Catalogue and Index",Journal,collected from a compatible aggregator,,http://www.cilip.org.uk/cataloguing-indexing-group/catalogue-index
"Encuentro",Journal,collected from a compatible aggregator,,http://encuentro.uca.edu.ni/
"Kulturní Studia",Journal,collected from a compatible aggregator,,http://kulturnistudia.cz
"Труды СПИИРАН",Journal,collected from a compatible aggregator,,http://proceedings.spiiras.nw.ru
"TWMS Journal of Applied and Engineering Mathematics",Journal,collected from a compatible aggregator,,http://jaem.isikun.edu.tr
"Jurnal Pustaka Budaya",Journal,collected from a compatible aggregator,,https://ejurnal.unilak.ac.id/index.php/pb/
"Saudi Journal for Dental Research",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/the-saudi-journal-for-dental-research/
"Research and Reports in Endocrine Disorders",Journal,collected from a compatible aggregator,,http://www.dovepress.com/research-and-reports-in-endocrine-disorders-journal
"Kerala Journal of Psychiatry",Journal,collected from a compatible aggregator,,http://kjponline.com
"Medžiagotyra",Journal,collected from a compatible aggregator,,http://www.matsc.ktu.lt
"AERA Open",Journal,collected from a compatible aggregator,,http://ero.sagepub.com/
"Žurnal Institucionalʹnyh Issledovanij",Journal,collected from a compatible aggregator,,http://hjournal.ru/en/journals/journal-of-institutional-studies.html
"Ciencia e Interculturalidad",Journal,collected from a compatible aggregator,,http://revistas.uraccan.edu.ni/index.php/Interculturalidad
"Investigación e Innovación en Ingenierías",Journal,collected from a compatible aggregator,,http://revistas.unisimon.edu.co/index.php/innovacioning
"Ingenio Magno",Journal,collected from a compatible aggregator,,http://revistas.ustatunja.edu.co/index.php/ingeniomagno
"Фізичне виховання, спорт і культура здоров’я у сучасному суспільстві",Journal,collected from a compatible aggregator,,http://sport.eenu.edu.ua/index.php/sport/index
"Momento",Journal,collected from a compatible aggregator,,https://revistas.unal.edu.co/index.php/momento
"Journal of Immunology Research",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jir/
"Khazanah Informatika",Journal,collected from a compatible aggregator,,http://journals.ums.ac.id/index.php/khif/
"Journal of Biomedicine and Biotechnology",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jbb
"Journal of Pathology and Translational Medicine",Journal,collected from a compatible aggregator,,http://jpatholtm.org/
"Technology Transfer: Innovative Solutions in Medicine",Journal,collected from a compatible aggregator,,http://eu-jr.eu/ttism
"Pesquisa Operacional",Journal,collected from a compatible aggregator,,http://www.scielo.br/scielo.php/script_sci_serial/pid_0101-7438/lng_en/nrm_iso
"EPJ Nonlinear Biomedical Physics",Journal,collected from a compatible aggregator,,http://www.epj-nbp.org
"PsicoArt",Journal,collected from a compatible aggregator,,http://psicoart.unibo.it/
"Journal of Biological Methods",Journal,collected from a compatible aggregator,,http://www.jbmethods.org
"I+D Revista de Investigaciones",Journal,collected from a compatible aggregator,,http://www.udi.edu.co/revistainvestigaciones/index.php/ID/index
"BIBLOS : Revista do Instituto de Ciências Humanas e da Informação",Journal,collected from a compatible aggregator,,https://www.seer.furg.br/biblos/index
"Creative Arts in Education and Therapy",Journal,collected from a compatible aggregator,,http://caet.inspirees.com
"Cendekia: Jurnal Kependidikan dan Kemasyarakatan",Journal,collected from a compatible aggregator,,http://jurnal.stainponorogo.ac.id/index.php/cendekia
"Estudios sobre las Culturas Contemporaneas",Journal,collected from a compatible aggregator,,http://www.redalyc.org/revista.oa?id=316
"Advances in Language and Literary Studies",Journal,collected from a compatible aggregator,,http://www.journals.aiac.org.au/index.php/alls
"Jornal Brasileiro de Patologia e Medicina Laboratorial",Journal,collected from a compatible aggregator,,http://www.scielo.br/scielo.php/script_sci_serial/pid_1676-2444/lng_en/nrm_iso
"Cakra Kimia",Journal,collected from a compatible aggregator,,http://ojs.unud.ac.id/index.php/cakra
"Mehmet Akif Ersoy Üniversitesi Sağlık Bilimleri Enstitüsü Dergisi",Journal,collected from a compatible aggregator,,http://dergipark.gov.tr/maeusabed
"Acta Energetica",Journal,collected from a compatible aggregator,,http://actaenergetica.org/en/
"Trabajos de Prehistoria",Journal,collected from a compatible aggregator,,http://tp.revistas.csic.es
"Geography Journal",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/geography/
"Economia &amp; Região",Journal,collected from a compatible aggregator,,http://www.uel.br/revistas/uel/index.php/ecoreg
"Neutrosophic Sets and Systems",Journal,collected from a compatible aggregator,,http://fs.unm.edu/NSS
"Journal of Interaction Science",Journal,collected from a compatible aggregator,,http://www.journalofinteractionscience.com/
"مدیریت راهبردی دانش سازمانی",Journal,collected from a compatible aggregator,,http://jkm.ihu.ac.ir/
"Pharmacognosy Reviews",Journal,collected from a compatible aggregator,,http://www.phcogrev.com
"Journal of Investigative Medicine High Impact Case Reports",Journal,collected from a compatible aggregator,,https://journals.sagepub.com/home/hic
"Jurnal Riset Kimia",Journal,collected from a compatible aggregator,,http://jrk.fmipa.unand.ac.id/index.php/jrk/
