Name,Type,Compatibility,OAI-PMH,website
"Statistics in Transition","Journal","collected from a compatible aggregator","","https://www.exeley.com/journal/statistics_in_transition"
"UC Merced Undergraduate Research Journal","Journal","collected from a compatible aggregator","","http://escholarship.org/uc/ucm_mwp_ucmurj"
"mBio","Journal","collected from a compatible aggregator","","http://mbio.asm.org/"
"Journal of Educators Online","Journal","collected from a compatible aggregator","","https://www.thejeo.com/"
"WOW Stories","Journal","collected from a compatible aggregator","","https://wowlit.org/on-line-publications/stories/"
"Endoscopy International Open","Journal","collected from a compatible aggregator","","https://doi.org/10.1055/s-00025476"
"Psychology Science Quarterly","Journal","collected from a compatible aggregator","","http://www.psychologie-aktuell.com/psychologysciencequarterly.html"
"International Journal of Education and the Arts","Journal","collected from a compatible aggregator","","http://www.ijea.org/"
"Radical Teacher","Journal","collected from a compatible aggregator","","http://radicalteacher.library.pitt.edu"
"Ultrasound International Open","Journal","collected from a compatible aggregator","","http://www.thieme.com/uio"
"Journal of Brachial Plexus and Peripheral Nerve Injury","Journal","collected from a compatible aggregator","","https://doi.org/10.1055/s-00027212"
"Oncobiology and Targets","Journal","collected from a compatible aggregator","","https://onbt.scholasticahq.com"
"IEEE Open Journal of the Communications Society","Journal","collected from a compatible aggregator","","https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8782661"
"Human Figurations: Long-term Perspectives on the Human Condition","Journal","collected from a compatible aggregator","","http://quod.lib.umich.edu/h/humfig?page=home"
"Physical Review Physics Education Research","Journal","collected from a compatible aggregator","","https://journals.aps.org/prper"
"Annales de l’Institut Henri Poincaré D","Journal","Not yet registered","","https://ems.press/journals/aihpd"
"Management and Economics Research Journal","Journal","collected from a compatible aggregator","","https://merj.scholasticahq.com"
"International Journal of Critical Pedagogy","Journal","Not yet registered","","http://libjournal.uncg.edu/ijcp/index"
"Journal of Radiology Case Reports","Journal","collected from a compatible aggregator","","http://www.radiologycases.com/"
"Slayage","Journal","collected from a compatible aggregator","","https://www.whedonstudies.tv/slayage-the-international-journal-of-buffy.html"
"Hyperrhiz","Journal","collected from a compatible aggregator","","http://hyperrhiz.io"
"Documenta Mathematica","Journal","collected from a compatible aggregator","","https://elibm.org/series?q=se:2204"
"Intelligent Computing","Journal","Not yet registered","","https://spj.sciencemag.org/journals/icomputing/"
"Journal of eScience Librarianship","Journal","collected from a compatible aggregator","","https://publishing.escholarship.umassmed.edu/jeslib/"
"Zeitschrift für Rezensionen zur Germanistischen Sprachwissenschaft","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/j/zrs"
"Diaconia","Journal","collected from a compatible aggregator","","https://www.vr-elibrary.de/journal/diac"
"International Journal of Biomedicine","Journal","collected from a compatible aggregator","","http://www.ijbm.org"
"Advanced NanoBiomed Research","Journal","collected from a compatible aggregator","","https://onlinelibrary.wiley.com/journal/26999307"
"Social Work and Society","Journal","collected from a compatible aggregator","","https://ejournals.bib.uni-wuppertal.de/index.php/sws/index"
"Philosophy, Theory, and Practice in Biology","Journal","collected from a compatible aggregator","","https://www.ptpbio.org/"
"Communications in Information Literacy","Journal","collected from a compatible aggregator","","https://pdxscholar.library.pdx.edu/comminfolit/"
"npj Materials Degradation","Journal","collected from a compatible aggregator","","https://www.nature.com/npjmatdeg/"
"Riparian Ecology and Conservation","Journal","collected from a compatible aggregator","","http://www.degruyter.com/view/j/remc"
"Global Journal of Geriatrics Nursing","Journal","collected from a compatible aggregator","","http://journal.newcenturyscience.com/index.php/gjgn"
"Mental Health Clinician","Journal","Not yet registered","","https://meridian.allenpress.com/mhc"
"Advanced Devices &amp; Instrumentation","Journal","Not yet registered","","https://spj.sciencemag.org/journals/adi/"
"IEEE Journal of the Electron Devices Society","Journal","collected from a compatible aggregator","","https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245494"
"Journal of Scholarly Engagement","Journal","Not yet registered","","https://scholarlyengagement.com/"
"Journal of Academic Ophthalmology","Journal","collected from a compatible aggregator","","https://doi.org/10.1055/s-00033285"
"Indian Journal of Plastic Surgery","Journal","collected from a compatible aggregator","","https://doi.org/10.1055/s-00042863"
"AIMS Agriculture and Food","Journal","collected from a compatible aggregator","","http://www.aimspress.com/journal/agriculture"
"Journal of Festive Studies","Journal","Not yet registered","","https://journals.h-net.org/jfs/"
"Journal of Research of the National Institute of Standards and Technology","Journal","collected from a compatible aggregator","","http://www.nist.gov/nvl/jres.cfm"
"American Journal of Perinatology Reports","Journal","collected from a compatible aggregator","","https://doi.org/10.1055/s-00000169"
"Personnel Assessment and Decisions","Journal","collected from a compatible aggregator","","https://scholarworks.bgsu.edu/pad/"
"Transdisciplinary Journal of Engineering &amp; Science","Journal","Not yet registered","","http://atlas-tjes.org/index.php/tjes"
"Impact: Journal of Interdisciplinary Teaching &amp; Learning","Journal","Not yet registered","","http://sites.bu.edu/impact/"
"Expositions: Interdisciplinary Studies in the Humanities","Journal","collected from a compatible aggregator","","https://expositions.journals.villanova.edu"
"The Journal of Entrepreneurial Finance","Journal","collected from a compatible aggregator","","https://digitalcommons.pepperdine.edu/jef/"
"Glosas","Journal","Not yet registered","","http://www.anle.us/132/Glosas.html"
"ACS Polymers Au","Journal","Not yet registered","","https://pubs.acs.org/journal/apaccd"
"Annales Geophysicae","Journal","collected from a compatible aggregator","","http://www.annales-geophysicae.net"
"RIDE","Journal","collected from a compatible aggregator","","https://ride.i-d-e.de"
"Science of Tsunami Hazards","Journal","collected from a compatible aggregator","","http://tsunamisociety.org/"
"Journal on Education in Emergencies","Journal","collected from a compatible aggregator","","https://inee.org/evidence/journal"
"The Journal of Amish and Plain Anabaptist Studies","Journal","collected from a compatible aggregator","","https://ideaexchange.uakron.edu/amishstudies/"
"Zeitschrift für Sprachwissenschaft","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/j/zfsw"
"The New School Psychology Bulletin","Journal","collected from a compatible aggregator","","http://www.nspb.net"
"Open Mind","Journal","collected from a compatible aggregator","","https://direct.mit.edu/opmi"
"Formosan Journal of Surgery","Journal","collected from a compatible aggregator","","https://journals.lww.com/fjs/pages/default.aspx"
"Animal Behavior and Cognition","Journal","collected from a compatible aggregator","","http://animalbehaviorandcognition.org/"
"Journal of Geodetic Science","Journal","collected from a compatible aggregator","","http://www.degruyter.com/view/j/jogs"
"ACS Measurement Science Au","Journal","Not yet registered","","https://pubs.acs.org/journal/amachv"
"Optica","Journal","collected from a compatible aggregator","","https://opg.optica.org/optica/home.cfm"
"Verfassungsblog","Journal","collected from a compatible aggregator","","https://verfassungsblog.de/"
"Journal of Human Sciences and Extension","Journal","collected from a compatible aggregator","","https://scholarsjunction.msstate.edu/jhse/"
"Europe's Journal of Psychology","Journal","collected from a compatible aggregator","","http://ejop.psychopen.eu/index.php/ejop"
"Current Urology","Journal","Not yet registered","","https://journals.lww.com/cur/pages/default.aspx"
"AIMS Molecular Science","Journal","collected from a compatible aggregator","","http://www.aimspress.com/journal/Molecular"
"Plant Phenome Journal","Journal","collected from a compatible aggregator","","https://acsess.onlinelibrary.wiley.com/journal/25782703"
"Logistics Research","Journal","collected from a compatible aggregator","","https://www.bvl.de/en/lore"
"npj Breast Cancer","Journal","collected from a compatible aggregator","","https://www.nature.com/npjbcancer/"
"Physical Review X","Journal","collected from a compatible aggregator","","https://journals.aps.org/prx/"
"Names","Journal","Not yet registered","","https://ans-names.pitt.edu/ans/index"
"Journal of Intelligent Systems","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/journals/jisys/jisys-overview.xml"
"Progress in Preventive Medicine","Journal","collected from a compatible aggregator","","http://journals.lww.com/progprevmed/Pages/default.aspx"
"The Ochsner Journal","Journal","collected from a compatible aggregator","","http://www.ochsnerjournal.org/"
"Journal of Graph Algorithms and Applications","Journal","collected from a compatible aggregator","","http://jgaa.info/"
"Divergencias","Journal","Not yet registered","","http://divergencias.arizona.edu/"
"Interdisciplinary Journal of Partnership Studies","Journal","collected from a compatible aggregator","","http://pubs.lib.umn.edu/ijps/"
"Transactions of the Association for Computational Linguistics","Journal","collected from a compatible aggregator","","https://direct.mit.edu/tacl"
"Geoscience Communication","Journal","Not yet registered","","https://www.geoscience-communication.net"
"Journal of International Students","Journal","collected from a compatible aggregator","","http://ojed.org/index.php/jis/index"
"npj Quantum Information","Journal","collected from a compatible aggregator","","https://www.nature.com/npjqi/"
"Journal of World Philosophies","Journal","collected from a compatible aggregator","","https://scholarworks.iu.edu/iupjournals/index.php/jwp"
"Dignity","Journal","collected from a compatible aggregator","","http://digitalcommons.uri.edu/dignity/"
"The VAD Journal: The Journal of Mechanical Assisted Circulation and Heart Failure","Journal","collected from a compatible aggregator","","http://uknowledge.uky.edu/vad/"
"Social Anthropology","Journal","Not yet registered","","https://www.berghahnjournals.com/view/journals/saas/saas-overview.xml"
"Journal of Fractal Geometry","Journal","Not yet registered","","https://ems.press/journals/jfg"
"Logical Methods in Computer Science","Journal","Not yet registered","","https://lmcs.episciences.org/"
"Working Papers in Applied Linguistics and TESOL","Journal","collected from a compatible aggregator","","https://tesolal.columbia.edu"
"ACS Organic &amp; Inorganic Au","Journal","collected from a compatible aggregator","","https://pubs.acs.org/journal/aoiab5"
"Natural Sciences","Journal","Not yet registered","","https://onlinelibrary.wiley.com/journal/26986248"
"Geometric Flows","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/journals/geofl/geofl-overview.xml"
"Nanoscale Systems: Mathematical Modeling, Theory and Applications","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/j/mqt"
"Interdisciplinary Journal of Information, Knowledge, and Management","Journal","collected from a compatible aggregator","","http://www.ijikm.org/"
"npj 2D Materials and Applications","Journal","collected from a compatible aggregator","","https://www.nature.com/npj2dmaterials/"
"The University of Louisville Journal of Respiratory Infections","Journal","collected from a compatible aggregator","","https://ir.library.louisville.edu/jri/"
"IEEE Journal on Exploratory Solid-State Computational Devices and Circuits","Journal","collected from a compatible aggregator","","https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6570653"
"Re:GEN Open","Journal","Not yet registered","","https://home.liebertpub.com/regen"
"Studies in Engineering Education","Journal","collected from a compatible aggregator","","https://www.seejournal.org/"
"New Chaucer Studies","Journal","Not yet registered","","https://escholarship.org/uc/ncs_pedagogyandprofession"
"Transmodernity","Journal","collected from a compatible aggregator","","http://escholarship.org/uc/ssha_transmodernity"
"Physical Review Special Topics. Accelerators and Beams","Journal","collected from a compatible aggregator","","https://journals.aps.org/prab/"
"APSIPA Transactions on Signal and Information Processing","Journal","collected from a compatible aggregator","","https://www.nowpublishers.com/SIP"
"APL Photonics","Journal","collected from a compatible aggregator","","https://aplphotonics.aip.org"
"Advances in Nonlinear Analysis","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/j/anona"
"Circular Economy","Journal","Not yet registered","","https://circulareconomyjournal.org/"
"Global Rheumatology","Journal","Not yet registered","","https://globalrheumpanlar.org/?language=en"
"Medien im Deutschunterricht","Journal","collected from a compatible aggregator","","https://journals.ub.uni-koeln.de/index.php/midu"
"Journal of Nematology","Journal","collected from a compatible aggregator","","https://sciendo.com/pl/journal/JOFNEM"
"Biomonitoring","Journal","collected from a compatible aggregator","","http://www.degruyter.com/view/j/bimo"
"Journal of Electronic Publishing","Journal","collected from a compatible aggregator","","http://www.journalofelectronicpublishing.org/"
"Romantik","Journal","collected from a compatible aggregator","","https://www.vr-elibrary.de/journal/jsor"
"Scientific Data","Journal","collected from a compatible aggregator","","https://www.nature.com/sdata/"
"The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences","Journal","collected from a compatible aggregator","","http://www.isprs.org/publications/archives.aspx"
"Endoscopy International Open","Journal","collected from a compatible aggregator","","https://www.thieme-connect.de/products/ejournals/journal/10.1055/s-00025476"
"American Journal of Experimental and Clinical Research","Journal","collected from a compatible aggregator","","http://ajecr.org/index.php/ajecr/index"
"Social Psychological Bulletin","Journal","collected from a compatible aggregator","","https://spb.psychopen.eu/"
"Psychological Thought","Journal","collected from a compatible aggregator","","http://psyct.psychopen.eu/"
"Earth System Dynamics","Journal","collected from a compatible aggregator","","http://www.earth-system-dynamics.net"
"Journal of World-Systems Research","Journal","collected from a compatible aggregator","","https://jwsr.pitt.edu/ojs/index.php/jwsr"
"Topological Algebra and its Applications","Journal","collected from a compatible aggregator","","https://www.degruyter.com/journal/key/taa/html"
"Fishery Bulletin","Journal","collected from a compatible aggregator","","https://spo.nmfs.noaa.gov/fb.htm"
"Indiana","Journal","collected from a compatible aggregator","","https://journals.iai.spk-berlin.de/index.php/indiana/index"
"Open Chemistry","Journal","collected from a compatible aggregator","","https://www.degruyter.com/journal/key/CHEM/html"
"The Reading Matrix : an International Online Journal","Journal","collected from a compatible aggregator","","http://www.readingmatrix.com/"
"Cardiology Discovery","Journal","Not yet registered","","https://journals.lww.com/CD/pages/default.aspx"
"International Journal of Designs for Learning","Journal","collected from a compatible aggregator","","http://www.scholarworks.iu.edu/journals/index.php/ijdl/index"
"Computational Linguistics","Journal","collected from a compatible aggregator","","https://direct.mit.edu/coli"
"International Journal for Re-Views in Empirical Economics","Journal","collected from a compatible aggregator","","https://www.iree.eu/"
"Moroccan Journal of Pure and Applied Analysis","Journal","collected from a compatible aggregator","","https://sciendo.com/journal/MJPAA"
"Chemistry Teacher International","Journal","Not yet registered","","https://www.degruyter.com/journal/key/cti/html"
"Journal für Psychologie","Journal","collected from a compatible aggregator","","https://journal-fuer-psychologie.de/"
"Media Industries","Journal","collected from a compatible aggregator","","http://www.mediaindustriesjournal.org/"
"International Journal of Society, Culture and Language","Journal","collected from a compatible aggregator","","http://www.ijscl.net"
"Global Media Journal: German Edition","Journal","collected from a compatible aggregator","","http://www.globalmediajournal.de"
"andererseits","Journal","collected from a compatible aggregator","","http://andererseits.library.duke.edu/"
"Journal of Biomedical Optics","Journal","collected from a compatible aggregator","","https://www.spiedigitallibrary.org/journals/journal-of-biomedical-optics"
"Innovations in Digital Health, Diagnostics, and Biomarkers","Journal","Not yet registered","","https://meridian.allenpress.com/innovationsjournals-IDDB"
"Regions &amp; Cohesion","Journal","collected from a compatible aggregator","","https://www.berghahnjournals.com/view/journals/regions-and-cohesion/regions-and-cohesion-overview.xml"
"Journal of World-Historical Information","Journal","collected from a compatible aggregator","","http://jwhi.pitt.edu/ojs/index.php/jwhi"
"Journal of the Society for Clinical Data Management","Journal","Not yet registered","","https://www.jscdm.org/"
"ChemistryOpen","Journal","collected from a compatible aggregator","","https://chemistry-europe.onlinelibrary.wiley.com/journal/21911363"
"Journal of Geriatric Emergency Medicine","Journal","Not yet registered","","https://institutionalrepository.aah.org/jgem/"
"Open Cultural Studies","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/j/culture"
"Methodology","Journal","collected from a compatible aggregator","","https://meth.psychopen.eu/"
"Journal of Health and Pollution","Journal","collected from a compatible aggregator","","http://www.journalhealthpollution.org"
"Health Psychology Research","Journal","collected from a compatible aggregator","","https://healthpsychologyresearch.openmedicalpublishing.org/"
"Journal of Transnational American Studies","Journal","collected from a compatible aggregator","","https://escholarship.org/uc/acgcc_jtas"
"The Surgery Journal","Journal","collected from a compatible aggregator","","https://doi.org/10.1055/s-00028781"
"Asian Highlands Perspectives","Journal","collected from a compatible aggregator","","http://tibetanplateau.wikischolars.columbia.edu/Asian+Highlands+Perspectives"
"Zeithistorische Forschungen","Journal","collected from a compatible aggregator","","https://zeithistorische-forschungen.de"
"Technische Mechanik","Journal","collected from a compatible aggregator","","https://journals.ub.ovgu.de/index.php/techmech/index"
"Journal of Youth Development","Journal","collected from a compatible aggregator","","https://jyd.pitt.edu/ojs/jyd/index"
"Scientific Reports","Journal","collected from a compatible aggregator","","https://www.nature.com/srep/"
"Behemoth : a Journal on Civilisation","Journal","collected from a compatible aggregator","","http://www.behemoth-journal.de/"
"The Journal of Artificial Intelligence Research","Journal","collected from a compatible aggregator","","http://www.jair.org/"
"Dartmouth Undergraduate Journal of Science","Journal","Not yet registered","","https://sites.dartmouth.edu/dujs/"
"Open Journal of Occupational Therapy","Journal","collected from a compatible aggregator","","https://scholarworks.wmich.edu/ojot/"
"Zeitschrift für Junge Religionswissenschaft","Journal","collected from a compatible aggregator","","http://zjr.revues.org/"
"Journal of the Arkansas Academy of Science","Journal","collected from a compatible aggregator","","https://scholarworks.uark.edu/jaas/"
"Georgia Journal of College Student Affairs","Journal","collected from a compatible aggregator","","https://digitalcommons.georgiasouthern.edu/gcpa/"
"Refract","Journal","collected from a compatible aggregator","","https://escholarship.org/uc/refract"
"International Journal of Dermatology and Venerology","Journal","collected from a compatible aggregator","","https://journals.lww.com/ijdv/pages/default.aspx"
"Action, Criticism and Theory for Music Education","Journal","collected from a compatible aggregator","","http://act.maydaygroup.org/"
"Hatfield Graduate Journal of Public Affairs","Journal","collected from a compatible aggregator","","https://pdxscholar.library.pdx.edu/hgjpa/"
"Journal for Deradicalization","Journal","collected from a compatible aggregator","","http://journals.sfu.ca/jd/index.php/jd"
"International Journal on Smart Sensing and Intelligent Systems","Journal","collected from a compatible aggregator","","https://www.exeley.com/journal/in_jour_smart_sensing_and_intelligent_systems"
"npj Genomic Medicine","Journal","collected from a compatible aggregator","","https://www.nature.com/npjgenmed/"
"Solid Earth","Journal","collected from a compatible aggregator","","http://www.solid-earth.net"
"Forum: Qualitative Social Research","Journal","collected from a compatible aggregator","","http://qualitative-research.net/"
"Global Forum on Arts and Christian Faith","Journal","Not yet registered","","http://www.artsandchristianfaith.org/index.php/journal/index"
"Scientific Drilling","Journal","collected from a compatible aggregator","","http://www.scientific-drilling.net/"
"International ResearchScape Journal","Journal","collected from a compatible aggregator","","http://scholarworks.bgsu.edu/irj/"
"Structural Dynamics","Journal","collected from a compatible aggregator","","http://sd.aip.org"
"npj Aging and Mechanisms of Disease","Journal","collected from a compatible aggregator","","https://www.nature.com/npjamd/"
"Main Group Metal Chemistry","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/j/mgmc"
"Advances in Science and Research","Journal","collected from a compatible aggregator","","http://www.advances-in-science-and-research.net/home.html"
"Portales: The Undergraduate Journal of the Department of Latin American and Iberian Cultures","Journal","collected from a compatible aggregator","","https://journals.library.columbia.edu/index.php/portales/"
"Frontiers in Heat and Mass Transfer","Journal","collected from a compatible aggregator","","http://thermalfluidscentral.org/journals/index.php/Heat_Mass_Transfer"
"Free Neuropathology","Journal","collected from a compatible aggregator","","https://www.uni-muenster.de/Ejournals/index.php/fnp/index"
"Journal of Combinatorial Algebra","Journal","Not yet registered","","https://ems.press/journals/jca"
"Journal of Athlete Development and Experience","Journal","collected from a compatible aggregator","","https://scholarworks.bgsu.edu/jade/"
"Atmospheric Chemistry and Physics","Journal","collected from a compatible aggregator","","http://www.atmospheric-chemistry-and-physics.net/"
"Atlas Journal of Biology","Journal","collected from a compatible aggregator","","http://journals.atlas-publishing.org/index.php/AJB"
"Demonstratio Mathematica","Journal","collected from a compatible aggregator","","https://www.degruyter.com/journal/key/dema/html"
"Demographic Research","Journal","collected from a compatible aggregator","","http://www.demographic-research.org/"
"Eiszeitalter und Gegenwart","Journal","collected from a compatible aggregator","","https://www.eg-quaternary-science-journal.net/"
"Pteridines","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/j/pteridines"
"eGEMs","Journal","collected from a compatible aggregator","","https://egems.academyhealth.org/"
"BioResources","Journal","collected from a compatible aggregator","","https://bioresources.cnr.ncsu.edu/"
"Journal of the Text Encoding Initiative","Journal","collected from a compatible aggregator","","https://journals.openedition.org/jtei/"
"Zeitschrift Korpora Deutsch als Fremdsprache","Journal","Not yet registered","","https://kordaf.tujournals.ulb.tu-darmstadt.de/"
"Asian Development Review","Journal","collected from a compatible aggregator","","https://www.worldscientific.com/worldscinet/adr"
"Berliner und Münchener Tierärztliche Wochenschrift","Journal","collected from a compatible aggregator","","https://www.vetline.de/berliner-und-m%C3%BCnchener-tier%C3%A4rztliche-wochenschrift/en"
"Journal of Nonlinear Analysis and Application","Journal","collected from a compatible aggregator","","http://www.ispacs.com/jnaa/"
"School Community Journal","Journal","collected from a compatible aggregator","","http://www.schoolcommunitynetwork.org/SCJ.aspx"
"APL Bioengineering","Journal","collected from a compatible aggregator","","http://aip.scitation.org/journal/apb/"
"Open Physics","Journal","collected from a compatible aggregator","","https://www.degruyter.com/journal/key/phys/html"
"Bearing Witness: Joyce Carol Oates Studies","Journal","collected from a compatible aggregator","","http://repository.usfca.edu/jcostudies/"
"The Journal of Civic Information","Journal","collected from a compatible aggregator","","https://journals.flvc.org/civic"
"NANO","Journal","collected from a compatible aggregator","","http://www.nanocrit.com/"
"Journal of Pancreatology","Journal","collected from a compatible aggregator","","https://journals.lww.com/jpancreatology/pages/default.aspx"
"PLoS Genetics","Journal","collected from a compatible aggregator","","https://journals.plos.org/plosgenetics/"
"AIP Advances","Journal","collected from a compatible aggregator","","http://aipadvances.aip.org/"
"Journal of Current Chinese Affairs","Journal","collected from a compatible aggregator","","https://journals.sagepub.com/home/cca"
"Journal of Teaching and Learning with Technology","Journal","collected from a compatible aggregator","","https://scholarworks.iu.edu/journals/index.php/jotlt"
"Journal of Integrative Bioinformatics","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/j/jib"
"Frontiers in Heat Pipes","Journal","collected from a compatible aggregator","","http://thermalfluidscentral.org/journals/index.php/Heat_Mass_Transfer"
"Himalayan Linguistics","Journal","collected from a compatible aggregator","","http://escholarship.org/uc/himalayanlinguistics"
"Collaborations","Journal","Not yet registered","","https://collaborations.miami.edu/"
"Journal of Wellness","Journal","collected from a compatible aggregator","","https://journalofwellness.com/"
"SynOpen","Journal","collected from a compatible aggregator","","https://doi.org/10.1055/s-00032269"
"Ultrafast Science","Journal","Not yet registered","","https://spj.sciencemag.org/journals/ultrafastscience/"
"Contributions to Entomology","Journal","collected from a compatible aggregator","","https://www.contributions-to-entomology.org/"
"Diagonal: An Ibero-American Music Review","Journal","collected from a compatible aggregator","","http://escholarship.org/uc/diagonal"
"npj Parkinson's Disease","Journal","collected from a compatible aggregator","","https://www.nature.com/npjparkd/"
"Patient Experience Journal","Journal","collected from a compatible aggregator","","https://pxjournal.org/journal/"
"eTopoi. Journal for Ancient Studies","Journal","collected from a compatible aggregator","","http://www.topoi.org/publications/etopoi/"
"Science and Engineering of Composite Materials","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/j/secm"
"TESL-EJ","Journal","collected from a compatible aggregator","","http://www.tesl-ej.org/"
"Gender Forum - An Internet Journal for Gender Studies","Journal","collected from a compatible aggregator","","http://www.genderforum.org/"
"Meat and Muscle Biology","Journal","collected from a compatible aggregator","","https://www.iastatedigitalpress.com/mmb/"
"Totalitarismus und Demokratie","Journal","collected from a compatible aggregator","","https://doi.org/10.13109/tode"
"Journal of Excipients and Food Chemicals","Journal","collected from a compatible aggregator","","https://jefc.scholasticahq.com/"
"npj Primary Care Respiratory Medicine","Journal","collected from a compatible aggregator","","https://www.nature.com/npjpcrm/"
"Mathematical Statistics and Learning","Journal","Not yet registered","","https://ems.press/journals/msl"
"Reviews on Advanced Materials Science","Journal","collected from a compatible aggregator","","https://www.degruyter.com/view/journals/rams/rams-overview.xml"
"Medicine","Journal","collected from a compatible aggregator","","http://journals.lww.com/md-journal"
"Journal of Scientific Exploration","Journal","collected from a compatible aggregator","","http://www.scientificexploration.org/journal-library"
"Frontiers of Optoelectronics","Journal","Not yet registered","","https://www.springer.com/journal/12200"
"Archives of Plastic Surgery","Journal","collected from a compatible aggregator","","https://doi.org/10.1055/s-00051611"
"Journal of Global Awareness","Journal","collected from a compatible aggregator","","https://scholar.stjohns.edu/jga/"
"The Internet Journal of Allied Health Sciences &amp; Practice","Journal","collected from a compatible aggregator","","http://nsuworks.nova.edu/ijahsp/"
"Research","Journal","Not yet registered","","https://spj.sciencemag.org/research/"
"Central Asian Journal of Global Health","Journal","collected from a compatible aggregator","","http://cajgh.pitt.edu"
"Journal of Mathematics Education at Teachers College","Journal","collected from a compatible aggregator","","https://jmetc.columbia.edu/"
"Journal of Multidisciplinary Research","Journal","collected from a compatible aggregator","","http://www.jmrpublication.org"
"Plastic and Reconstructive Surgery, Global Open","Journal","collected from a compatible aggregator","","http://www.prsgo.com"
"Criminology, Criminal Justice, Law &amp; Society","Journal","collected from a compatible aggregator","","https://ccjls.scholasticahq.com/"
"Network Neuroscience","Journal","collected from a compatible aggregator","","https://direct.mit.edu/netn"
"International Journal of Progressive Education","Journal","collected from a compatible aggregator","","http://www.inased.org/ijpe.htm"
"Transcultural Studies","Journal","collected from a compatible aggregator","","https://heiup.uni-heidelberg.de/journals/index.php/transcultural/index"
"Lithosphere","Journal","collected from a compatible aggregator","","https://pubs.geoscienceworld.org/lithosphere"
"Journal of Educational Leadership, Policy and Practice","Journal","collected from a compatible aggregator","","https://sciendo.com/journal/JELPP"
"San Francisco Estuary and Watershed Science","Journal","collected from a compatible aggregator","","http://escholarship.org/uc/jmie_sfews"
"eNeuro","Journal","collected from a compatible aggregator","","http://eneuro.org"
"CINEJ Cinema Journal","Journal","collected from a compatible aggregator","","http://cinej.pitt.edu/"
"L2 Journal","Journal","collected from a compatible aggregator","","https://escholarship.org/uc/uccllt_l2"
"Journal of Bio-X Research","Journal","collected from a compatible aggregator","","https://journals.lww.com/jbioxresearch/pages/default.aspx"
"microRNA Diagnostics and Therapeutics","Journal","collected from a compatible aggregator","","http://www.degruyter.com/view/j/micrnat"
"Federal History","Journal","collected from a compatible aggregator","","http://shfg.wildapricot.org/Federal-History"
"Neurology: Genetics","Journal","collected from a compatible aggregator","","https://ng.neurology.org"
"Policy Perspectives","Journal","collected from a compatible aggregator","","http://journal.policy-perspectives.org/"
"Nano Select","Journal","collected from a compatible aggregator","","https://onlinelibrary.wiley.com/journal/26884011"
"continent.","Journal","collected from a compatible aggregator","","http://www.continentcontinent.cc/index.php/continent/index"
"Connections","Journal","collected from a compatible aggregator","","https://sciendo.com/journal/CONNECTIONS"
"Sungkyun Journal of East Asian Studies","Journal","Not yet registered","","https://read.dukeupress.edu/sungkyun-journal-of-east-asian-studies"
"Optics Express","Journal","collected from a compatible aggregator","","https://opg.optica.org/oe/home.cfm"
"Analytic Teaching and Philosophical Praxis","Journal","collected from a compatible aggregator","","https://journal.viterbo.edu/index.php/atpp"
"Journal of Business Strategies","Journal","collected from a compatible aggregator","","https://jbs-ojs-shsu.tdl.org/jbs/index.php/jbs/index"
"Biolinguistics","Journal","collected from a compatible aggregator","","https://bioling.psychopen.eu/index.php/bioling"
"Language Learning and Technology","Journal","collected from a compatible aggregator","","http://www.lltjournal.org"
"GMS Journal for Medical Education","Journal","collected from a compatible aggregator","","https://www.egms.de/dynamic/en/journals/zma/index.htm"
"Avian Conservation and Ecology","Journal","collected from a compatible aggregator","","http://www.ace-eco.org/"
"Global Business Languages","Journal","collected from a compatible aggregator","","https://gbl.digital.library.gwu.edu/"
"Cambridge Journal of Anthropology","Journal","collected from a compatible aggregator","","https://www.berghahnjournals.com/view/journals/cja/cja-overview.xml"
"Conflict and Society","Journal","collected from a compatible aggregator","","https://www.berghahnjournals.com/view/journals/conflict-and-society/conflict-and-society-overview.xml"
"Philosophy and the Mind Sciences","Journal","Not yet registered","","https://philosophymindscience.org/index.php/phimisci/index"
"International Journal of Particle Therapy","Journal","collected from a compatible aggregator","","http://theijpt.org"
"JACS Au","Journal","collected from a compatible aggregator","","https://pubs.acs.org/journal/jaaucr"
"The Reading Room: A Journal of Special Collections","Journal","collected from a compatible aggregator","","http://readingroom.lib.buffalo.edu/readingroom/"
"Wine Business Journal","Journal","collected from a compatible aggregator","","https://wbcrj.scholasticahq.com/"
"Journal of Digital Landscape Architecture","Journal","Not yet registered","","https://gispoint.de/jodla.html"
"npj Vaccines","Journal","collected from a compatible aggregator","","https://www.nature.com/npjvaccines/"
