19	Epidemiology & Risk Assessment of Aquatic Animal Diseases		eraaad.ca	research center	Canada	Fedora	
20	Epoka University		epoka.edu.al	academic	Albania	DSpace	
21	Erciyes Universty	1.Erciyes University Open Archive System		academic	Turkey	DSpace	4.x
22	Erdelyi Muzeum-Egyesulet		eda.eme.ro	academic	Romania	DSpace	6.x
23	Erudit Consortium		erudit.org	academic	Canada	DSpace	
24	Erzincan Binali Yıldırım University	Erzincan Binali Yıldırım University Institutional Repository	ebyu.edu.tr	academic	Turkey	DSpace	6.x
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Escapism Digital Library	Escapism Digital Library		non-profit	Malaysia	DSpace	6.x
1	Escola Bahiana de Medicina e Saúde Pública		bahiana.edu.br	medical center	Brazil	DSpace	
2	Escola Nacional de Administração Pública (ENAP)		enap.gov.br	academic	Brazil	DSpace	
3	Escola Superior de Educação de Paula Frassinetti	Repositório Institucional da Escola Superior de Educação de Paula Frassinetti	esepf.pt	academic	Portugal	DSpace	5.x
4	Escuela Agrícola Panamericana, Zamorano	biblioteca digital Wilson Popenoe	zamorano.edu	academic	Honduras	DSpace	6.x
5	ESCUELA COLOMBIANA DE REHABILITACION	Repositorio ECR		academic	Colombia	DSpace	6.x
6	Escuela de Hoteleria y Turismo de Camaguey		ehtc.cu	academic	Cuba	DSpace	
7	Escuela de Ingenieria de Antioquia	Repositorio Institucional Escuela de Ingenieria de Antioquia		academic	Colombia	DSpace	
8	Escuela de Postgrado Gerens	Repositorio de la Escuela de Postgrado Gerens	gerens.edu.pe	academic	Peru	DSpace	6.x
9	Escuela de Postgrado San Francisco Xavier SFX	Repositorio de la Escuela de Postgrado San Francisco Xavier - SFX	sfx.edu.pe	academic	Peru	DSpace	6.x
10	Escuela Internacional de Posgrado	Repositorio Institucional Escuela Internacional PosGrado	eiposgrado.edu.pe	academic	Peru	DSpace	5.x
11	ESCUELA NACIONAL DE CONTROL	Repositorio de la Contraloría General de la República del Perú	contraloria.gob.pe	academic	Peru	DSpace	
12	Escuela Nacional de Marina Mercante Almirante Miguel Grau	Repositorio Institucional ENAMM	enamm.edu.pe	academic	Peru	DSpace	5.x
13	Escuela Nacional Superior de Folklore José María Arguedas	Repositorio Institucional Académico	escuelafolklore.edu.pe	academic	Peru	DSpace	6.x
14	Escuela Politecnica del Ejercito (ESPE)		espe.edu.ec	academic	Ecuador	DSpace	1.x
15	Escuela Politecnica Nacional, BIEE		epn.edu.ec	academic	Ecuador	DSpace	1.x
16	Escuela Politecnica Nacional, Dissertations or Theses de grado		epn.edu.ec	academic	Ecuador	DSpace	1.x
17	Escuela Postgrado Neumann Bussines School	Repositorio Institucional Neumann	neumann.edu.pe	academic	Peru	DSpace	6.x
18	Escuela Supeior de Arte Dramático	Repositorio Institucional - ENSAD	ensad.edu.pe	academic	Peru	DSpace	6.x
19	Escuela Superior de Guerra del Ejercito - Escuela de Postgrado		esge.edu.pe	academic	Peru	DSpace	6.x
20	Escuela Superior de Guerra Naval	Repositorio ESGN - ESUP	esup.edu.pe	academic	Peru	DSpace	4.x
21	Escuela Superior de Guerra Naval	Repositorio ESUP	esup.edu.pe	academic	Peru	DSpace	4.x
22	Escuela Superior Politecnica del Litoral		espol.edu.ec	government	Ecuador	DSpace	
23	Escuela Superior Politecninca de Chimborazo, Pagina de inicio		espoch.edu.ec	academic	Ecuador	DSpace	
24	Escuela Universitaria Gimbernat	Repositorio Institucional EUG	eugdspace.eug.es	academic	Spain	DSpace	6.x
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Eskişehir Osmangazi Üniversitesi	Eskişehir Osmangazi Üniversitesi Açık Erişim Sistemi		research center	Turkey	DSpace	4.x
1	ESSU MAYDOLONG	ESSU LIB	essulib	academic	Philippines	Fedora	4.x
2	ESSU MAYDOLONG LIBRARY	MAYDOLONG		public/national library	Philippines	Fedora	4.x
3	Estonian Academy of Security Sciences	https://digiriiul.sisekaitse.ee		academic	Estonia	DSpace	5.x
4	Estonian University of Life Sciences	EMU DSpace	dspace.emu.ee	academic	Estonia	DSpace	6.x
5	ETH Zurich	Research Collection		academic	Switzerland	DSpace	5.x
6	Ethics Application Repository		otago.ac.nz		New Zealand	DSpace	1.x
7	euroCRIS		eurocris.org	consortium	Netherlands	DSpace	
8	European Commission, JRC Publications Repository		europa.eu	research center	Belgium	DSpace	1.x
9	European University	Biomedical and Medical Sciences	bmms.ge	academic	Georgia	DSpace	
10	European University Institute		cadmus.eui.eu	academic	Italy	DSpace	1.x
11	EUSSET / Social Computing e.V.	EUSSET DL	eusset.eu	academic	Germany	DSpace	7.x
12	Exército Brasileiro	Biblioteca Digital do Exército		government	Brazil	DSpace	6.x
13	Faculdade de Belas Artes da Universidade do Porto		fba.up.pt	academic	Portugal	DSpace	1.x
14	Faculdade de Educação e Meio Ambiente	REPINS FAEMA		academic	Brazil	DSpace	
15	Faculdade de Engenharia da Universidade do Porto			academic	United States	DSpace	6.x
16	Faculdade de Engenharia-UL	Repositorio Institucional da FE		academic	Mozambique	DSpace	5.x
17	Faculdades EST	Repositório Faculdades EST	est.edu.br	academic	Brazil	DSpace	5.x
18	Faculdades Senai			academic	Brazil	DSpace	1.x
19	Facultad de Ciencias Exactas y Naturales - UNLPam/Argentina	ReDi		academic	Argentina	DSpace	3.x
20	Facultad de Ciencias, UNAM		unam.mx	academic	Mexico	DSpace	1.x
21	Facultad de derecho	Repositorio institucional UAEMéx	uaemex.mx	academic	Mexico	DSpace	1.x
22	Facultad de Psicología - Universidad Nacional de Mar del Plata	RPsico: Repositorio de la Facultad de Psicología - Universidad Nacional de Mar del Plata	mdp.edu.ar	academic	Argentina	DSpace	5.x
23	Facultad de Tecnología y Ciencias Aplicadas - Universidad Nacional Catamarca	Repositorio Institucional de Acceso Abierto (RIAA)	unca.edu.ar	academic	Argentina	DSpace	6.x
24	Facultad de Teología Pontificia y Civil de Lima	Repositorio Institucional - FTPCL	ftpcl.edu.pe	academic	Peru	DSpace	4.x
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Faculty of Arts, Masaryk University	Digital Library of Faculty of Arts, Masaryk University		academic	Czech Republic	DSpace	1.x
1	Faculty of Education, Mahasarakham University	https://edu.msu.ac.th/journal		academic	Thailand	DSpace	
2	Faculty of Political Science University of Zagreb	FPZG repository	unizg.hr	academic	Croatia	Fedora	4.x
3	Fakultet tehnickih nauka Cacak			academic	Serbia	DSpace	
4	Far East Geological Institute		fegi.ru	research center	Russia	DSpace	1.x
5	Fastikom UNSIQ		teknik-unsiq.com	academic	Indonesia	DSpace	1.x
6	Fatih Sultan Mehmet Vakif University	FSM Vakıf University Institutional Repository		academic	Turkey	DSpace	6.x
7	Federacion Espanola de Esperanto	Bitoteko de la Federación Española de Esperanto		non-profit	Spain	DSpace	6.x
8	Federal Institute of Science And Technology(FISAT)		fisat.edu	academic	India	DSpace	1.x
9	Federal University Birnin Kebbi			academic	Nigeria	DSpace	5.x
10	Federal University Birnin Kebbi			academic	Nigeria	DSpace	5.x
11	Federal University Birnin Kebbi	FUBK LIBRARY Theses and Dissertation		academic	Nigeria	DSpace	5.x
12	Federal University Lokoja	Federal university Lokoja Institutional Repository		academic	Nigeria	DSpace	5.x
13	Federal University Lokoja	Federal University Lokoja Institutional Repository		academic	Nigeria	DSpace	5.x
14	Federal University Lokoja		fulokoja.edu.ng	academic	Nigeria	DSpace	5.x
15	Federal University Ndufu Alike Ikwo	FURA (Federal University Repository Archive)		academic	Nigeria	DSpace	4.x
16	Federal University of Paraíba	Repositório Institucional da UFPB	ufpb.br	academic	Brazil	DSpace	5.x
17	Federal University of Santa Catarina (UFSC)	Repositório Institucional da UFSC		academic	Brazil	DSpace	6.x
18	Federal University of Technology Akure		futa.edu.ng	academic	Nigeria	DSpace	1.x
19	Federal University of Technology,Minna		futminna.edu.ng	academic	Nigeria	DSpace	1.x
20	Federal University of Technology,Minna	FUTMinna Institutional Repository	futminna.edu.ng	academic	Nigeria	DSpace	6.x
21	Federal University Oye Ekiti		fuoye.edu.ng	government	Nigeria	DSpace	3.x
22	Federal University,Dutsinma	dspace.fudutsinma.edu.ng		academic	Nigeria	DSpace	1.x
23	Federation University			academic	Australia	VIVO	1.10.x
24	Fenerbahçe University		https	academic	Turkey	DSpace	6.x
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Feng Chia University (FCU)		fcu.edu.tw	academic	Taiwan	DSpace	
1	Ferris State University		ferris.edu	academic	United States	DSpace	5.x
2	Fertility & Sterility Society of Bangladesh	Bangladesh Journal of Fertility & Sterility	bjfsbd.net	academic	Bangladesh	DSpace	
3	FGF	Faculdade Integrada da Grande Fortaleza		academic	Brazil	Fedora	4.x
4	FIFMI AUH			non-profit	United States	DSpace	
5	FIND Network	COVE Repository	coverepository.com	non-profit	Australia	DSpace	7.x
6	Finland's Ministry of Social Affairs and Health		julkari.fi		Finland	DSpace	3.x
7	Fiocruz - Fundacao Oswaldo Cruz, ARCA		fiocruz.br	non-profit	Brazil	DSpace	
8	Fiskeridirektoratet (Directorate of Fisheries)		bibsys.no	other	Norway	DSpace	
9	Five Colleges of Ohio; Denison University, Looking Back, Looking Forward, a project that documents the founding of the Women's Studies program - Oberlin College and Denison University	The Five Colleges of Ohio Digital Repository: Looking Back, Looking Forward		academic	United States	DSpace	
10	FIZ Karlsruhe/Max Planck, eSciDoc Project		escidoc.org	research center	Germany	Fedora	
11	Fırat Üniversitesi	Fırat Üniversitesi Kurumsal Arşiv	firat.edu.tr	academic	Turkey	DSpace	5.x
12	Fırat University	Fırat University Institutional Open Archives	firat.edu.tr	academic	Turkey	DSpace	5.x
13	Fırat University	Fırat University Institutional Open Archives		academic	Turkey	DSpace	5.x
14	Flacso Andes		flacsoandes.org	academic	Ecuador	DSpace	1.x
15	Fleni		172.21.0.32	medical center	Argentina	DSpace	6.x
16	FLENI BIBLIOTECA	REPOSITORIO FLENI	fleni.org.ar	academic	Argentina	DSpace	4.x
17	Flinders University		flinders.edu.au	academic	Australia	DSpace	3.x
18	Florida Institute of Technology	Scholarship Repository of Florida Institute of Technology		academic	United States	DSpace	4.x
19	Florida International University	Scholars@FIU	fiu.edu	academic	United States	VIVO	1.10.x
20	Florida Virtual Campus	Florida Virtual Campus		other	United States	Fedora	3.x
21	Fondazione Edmund Mach	Archivio istituzionale della ricerca - Fondazione Edmund Mach		research center	Italy	DSpace	4.x
22	Food and Agriculture Organization of the United Nations		fao.org	government	Italy	Fedora	
23	Food and Agriculture Spectrum Journal	Food and Agriculture Spectrum Journal	fasj.org	scientific collection	India	DSpace	6.x
24	Fooyin University		fy.edu.tw	academic	Taiwan	DSpace	
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Forschungsstelle fur Energiewirtschaft e.V.		www.ffe.de	academic	Germany	DSpace	1.x
1	Franklin and Marshall College		fandm.edu	academic	United States	DSpace	1.x
2	Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.	Fraunhofer-Publica	fraunhofer.de	academic	Germany	DSpace	7.x
3	Freie Universität Berlin	Refubium - Repositorium der Freien Universität Berlin	fu-berlin.de	academic	Germany	DSpace	6.x
4	Freshwater Biological Association		dtcarchive.org	research center	United Kingdom	Fedora	
5	Fresno State			academic	United States	VIVO	1.10.x
6	Fujian Normal University		fjnu.edu.cn	academic	China	DSpace	
7	Fukuoka University of Education		fukuoka-edu.ac.jp	academic	Japan	DSpace	
8	Fukushima Medical University		fmu.ac.jp	academic	Japan	DSpace	1.x
9	Fukushima University Repository		fukushima-u.ac.jp	academic	Japan	DSpace	1.x
10	Fundação Getulio Vargas		emap.fgv.br	academic	Brazil	VIVO	1.6.x
11	Fundacao Getulio Vargas		bibliotecadigital.fgv.br	academic	Brazil	DSpace	5.x
12	Fundação João Pinheiro		mg.gov.br	academic	Brazil	DSpace	
13	Fundação Santa Casa de Misericordia do Pará		pa.gov.br	medical center	Brazil	DSpace	6.x
14	Fundación Juan March, Clamor, Digital Collection of Spanish Music	CLAMOR	march.es	non-profit	Spain	Fedora	
15	Fundacion para la lucha contra las enfermedades neurológicas de la infancia FLENI	Dspace FLENI	fleni.org.ar	non-profit	Argentina	DSpace	5.x
16	Fundación Patricio Aylwin Azócar	Repositorio Digital Archivo Patricio Aylwin		non-profit	Chile	DSpace	
17	Fundación Patricio Aylwin Azócar	Repositorio Digital Archivo Patricio Aylwin		non-profit	Chile	DSpace	6.x
18	Fundación Propagas	Biblioteca Virtual de Educación Ambiental Rosa Margarita Bonetti	bvearmb.do	non-profit	Dominican Republic	DSpace	6.x
19	Fundación Tecnalia Research & Innovation	TECNALIA Publications		commercial/corporate	Spain	DSpace	4.x
20	Fundación Universidad de América	Lumieres - Repositorio institucional Universidad de América		academic	Colombia	DSpace	5.x
21	Fundación Universitaria Catolica Lumen Gentium	BiDi UNICATOLICA		academic	Colombia	DSpace	
22	Fundación Universitaria de Ciencias de la Salud	Repositorio Institucional de la FUC		academic	Colombia	DSpace	
23	Fundación Universitaria Juan N. Corpas	Repositorio Juan N. Corpas		academic	Colombia	DSpace	6.x
24	Fundación Universitaria San Pablo	CEU Repositorio Institucional	repositorioinstitucional.ceu.es	academic	Spain	DSpace	6.x
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Fundación Universitaria San Pablo-CEU	CEU Repositorio Institucional	repositorioinstitucional.ceu.es	academic	Spain	DSpace	6.x
1	Fundacion Universitaria Tecnologico Comfenalco		tecnologicocomfenalcovirtual.edu.co	academic	Colombia	DSpace	
2	Gadjah Mada University	http://etd.repository.ugm.ac.id/home/detail_pencarian/164311		personal	Indonesia	CollectionSpace	
3	Galway Mayo Institute of Technology	CUAL Repository (Connacht Ulster Alliance Libraries)		academic	Ireland	DSpace	
4	Gaur Educational Forum		gaureduforum.com	personal	India	DSpace	1.x
5	GAZI UNIVERSITY	gazi		academic	Turkey	DSpace	1.x
6	Gaziosmanpaşa University	Tokat Gaziosmanpaşa University Institutional Repository		academic	Turkey	DSpace	6.x
7	GB Pant University of Agriculture & Technology, Pant Nagar		gbpuat.ac.in	academic	India	DSpace	1.x
8	GCS Medical College, Hospital & Research Centre	GCSMC Journal of Medical Sciences		medical center	India	DSpace	
9	GEMS ARTS AND SCIENCE COLLEGE		34.85.1.163	academic	India	DSpace	6.x
10	General Commission on Archives and History of The United Methodist Church	GCAH		non-profit	United States	DSpace	
11	General Teaching Council of Northern Ireland		openrepository.com	government	United Kingdom	DSpace	1.x
12	Generalitat de Catalunya. CALAIX		gencat.cat	government	Spain	DSpace	3.x
13	GEO-LEOe-docs		uni-goettingen.de	other	Germany	DSpace	1.x
14	Geological Atlas of the United States, Texas A&M Libraries		tamu.edu	academic	United States	DSpace	
15	George Brown College		georgebrown.ca	academic	Canada	DSpace	3.x
16	George Emil Palade University of Medicine, Pharmacy, Science and Technology of Targu Mures	Library Digital Repository	umfst.ro	academic	Romania	DSpace	1.x
17	George Mason University	MARS (Mason Archival Repository Service)	gmu.edu	academic	United States	DSpace	6.x
18	George Mason University MARS		gmu.edu	academic	United States	DSpace	6.x
19	George Washington University	GW ScholarSpace		academic	United States	Fedora	4.5.x
20	George Washington University	DSpace@GW		academic	United States	DSpace	1.x
21	George Washington University		gwu.edu	academic	United States	VIVO	
22	George Washington University	GW Expert Finder	gwu.edu	academic	United States	VIVO	
23	Georgetown University	DigitalGeorgetown		academic	United States	DSpace	5.x
24	Georgia Institute of Technology, SMARTech		gatech.edu	academic	United States	DSpace	1.x
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Georgia Regents University		openrepository.com	academic	United States	DSpace	
1	Georgian Library Association	Digital Archive of Georgian Library Association		public/national library	United States	DSpace	
2	Gesellschaft für Informatik e.V.	GI Digital Library	dl.gi.de	non-profit	Germany	DSpace	7.x
3	GESIS – Leibniz Institute for the Social Sciences	Social Science Open Access Repository	ssoar.info	academic	Germany	DSpace	5.x
4	GESIS Data Archive for the Social Sciences		gesis.org		Germany	DSpace	1.x
5	Gifu University		gifu-u.ac.jp	academic	Japan	DSpace	
6	GILISC 2017	Openscience.ge	openscience.ge	consortium	Georgia	DSpace	6.x
7	GILISC 2017	Openlibrary.ge	openlibrary.ge	consortium	Georgia	DSpace	
8	Giresun University	Giresun University Institutional Repository	giresun.edu.tr	academic	Turkey	DSpace	6.x
9	gla university, mathura		duraspace.org	academic	India	DSpace	
10	Glasgow Caledonian University, Spoken Word Services		spokenword.ac.uk	academic	United Kingdom	Fedora	
11	Global Forum on Agriculture Research in collaboration with the Food and Agriculture Organization of the United Nations			consortium	United States	VIVO	
12	Globethics.net	Globethics.net Library	globethics.net	academic	Switzerland	DSpace	5.x
13	Glucksman Library, University of Limerick	University of Limerick Digital Library		academic	Ireland	Fedora	6.x
14	Gobierno del Principado de Asturias y Universidad de Oviedo		asturias.es	academic	Spain	DSpace	
15	Gobierno Vasco		euskadi.net	government	Spain	DSpace	1.x
16	Goddard Library Repository	Goddard Library Repository		government	United States	Fedora	
17	Gokhale Institute of Politics and Economics (GIPE), Pune (India)	DSpace@GIPE		research center	India	DSpace	4.x
18	Gothenburg University		ub.gu.se	academic	Sweden	DSpace	1.x
19	Göttingen State and University Library ./Georg-August-Universität Göttingen, GoeScholar		uni-goettingen.de	academic	Germany	DSpace	
20	Govt. Public Library, Kamalia			public/national library	Pakistan	DSpace	6.x
21	Graduate! Universidad Nacional de la Pagatonia San Juan Bosco		unp.edu.ar	academic	Argentina	DSpace	1.x
22	Great Barrier Reef Marine Park Authority		gbrmpa.gov.au	government	Australia	DSpace	1.x
23	Great Zimbabwe University	Great Zimbabwe University	gzu.ac.zw	academic	Zimbabwe	DSpace	7.x
24	Greek Biotope-Wetland Centre (EKBY)		biodiversity-info.gr	academic	Greece	DSpace	3.x
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Green Company	Green Company		personal	Brunei	DSpace	6.x
1	Greene County Soil & Water Conservation District,Stream Ecosystem Data Repository - Upper Schoharie Creek Watershed		gcswcd.com		United States	DSpace	3.x
2	Griffith University	Griffith Research Online		academic	Australia	DSpace	5.x
3	Griffith University Research Hub		griffith.edu.au	academic	Australia	VIVO	
4	Grinnell College		grinnell.edu	academic	United States	Fedora	
5	Grodno State Medical University		grsmu.by	academic	Belarus	DSpace	5.x
6	Groupe CERCO		groupecerco.com	academic	Benin	DSpace	1.x
7	Grupo de Análisis para el Desarrollo - GRADE	Repositorio Institucional GRADE	grade.org.pe	research center	Peru	DSpace	5.x
8	Grupo Educativo Universidad Privada de Ica	Repositorio Institucional de GRUPO EDUCATIVO UNIVERSIDAD PRIVADA DE ICA	upica.edu.pe	academic	Peru	DSpace	5.x
9	Guangxi University for Nationalities		gxun.edu.cn	academic	China	DSpace	
10	Gumilyov Eurasian National University		repository.enu.kz	academic	Kazakhstan	DSpace	1.x
11	Gumushane University	Gümüşhane University Institutional Repository	gumushane.edu.tr	academic	Turkey	DSpace	6.x
12	Gunadarma University		gunadarma.ac.id	academic	Indonesia	DSpace	1.x
13	Gunma University		gunma-u.ac.jp	academic	Japan	DSpace	
14	Guru Gobind Singh Indraprastha University, Delhi		ernet.in	academic	India	DSpace	
15	Guru Nanak Dev Engineering College, Ludhiana	Central Library:gndec		academic	India	DSpace	5.x
16	H.J. Lutcher Stark Center for Physical Culture and Sports		starkcenter.org	other	United States	DSpace	
17	Hacettepe University	DSpace@Hacettepe		academic	Turkey	DSpace	4.x
18	HafenCity Univercity Hamburg (HCU)	repOS - Das Open Access Repository der HCU	hcu-hamburg.de	academic	Germany	DSpace	5.x
19	Hagley Museum and Library	Hagley Digital Archives		museum	United States	Fedora	3.x
20	Haiphong Private University		lib.hpu.vn	non-profit	Vietnam	DSpace	1.x
21	Hakkari University	Hakkari University Institutional Repository	hakkari.edu.tr	academic	Turkey	DSpace	6.x
22	Haliç Üniversitesi	Haliç Üniversitesi Akademik Arşiv	halic.edu.tr	academic	Turkey	DSpace	5.x
23	Halmstad University		dspace.hh.se	academic	Sweden	DSpace	
24	Hamamatsu University		hama-med.ac.jp	academic	Japan	DSpace	1.x
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Hamburg University of Technology	TUHH Open Research (TORE)	tuhh.de	academic	Germany	DSpace	5.x
1	Hamilton College		dhinitiative.org	academic	United States	Fedora	
2	Hampshire College		hampshire.edu	academic	United States	Fedora	
3	Hampshire College		hampshire.edu	academic	United States	DSpace	1.x
4	Hanoi Architecture University	Thư viện số Trường Đại học Kiến trúc Hà Nội		academic	Vietnam	DSpace	5.x
5	Hanoi Architecture University			academic	Vietnam	DSpace	1.x
6	HANYANG University	HANYANG Repository		academic	Korea, South	DSpace	5.x
7	happy diwali 2016	happy diwali 2016 quotes wishes messages		personal	India	DSpace	1.x
8	Harare Institute of Technology	HITScholar		academic	Zimbabwe	DSpace	4.x
9	Harokopion University of Athens		195.251.30.202	academic	Greece	DSpace	
10	Harvard University, DASH		harvard.edu	academic	United States	DSpace	1.x
11	Harvest Church Resources		hasatkaynaklari.org	non-profit	Turkey	Fedora	
12	Hasan Kalyoncu University	DSpace@HKU		academic	Turkey	DSpace	4.x
13	Hasanuddin University		unhas.ac.id	academic	Indonesia	DSpace	3.x
14	hashemite university	teaching english		academic	Jordan	DSpace	4.x
15	Hassan II University	Dscpace @ uh2c		academic	Morocco	DSpace	
16	Hatay Mustafa Kemal University	Hatay Mustafa Kemal University Institutional Repository	mku.edu.tr	academic	Turkey	DSpace	6.x
17	Hawassa University	21st Century IRDN Cultural Heritage Repository	wordpress.com	academic	Ethiopia	DSpace	7.x
18	Health Service Executive Ireland		lenus.ie	other	Zimbabwe	DSpace	1.x
19	Health Systems Research Institute	HSRI @Knownledge Bank		government	Thailand	DSpace	4.x
20	Health Systems Research Institute	Knowledge Bank@Health Systems Research Institute		research center	Thailand	DSpace	4.x
21	Hector Kobbekaduwa Agrarian Research and Training Institute, Sri Lanka	HARTI e-Repository		government	Sri Lanka	DSpace	4.x
22	Heinrich-Heine-Universität Düsseldorf	Researchdata HHU	researchdata.hhu.de	academic	Germany	DSpace	6.x
23	Hellenic Centre for Marine Research	Okeanos		research center	Greece	DSpace	1.x
24	Hellenic National Documentation Center		parthenonfrieze.gr	research center	Greece	DSpace	
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Helmholtz Zentrum fur Infektionsforschung		openrepository.com	research center	Germany	DSpace	
1	Helsebibliotekets forskningsarkiv, HeRA		openrepository.com	other	Norway	DSpace	1.x
2	Heriot-Watt University, Research Output Service		hw.ac.uk	academic	United Kingdom	DSpace	1.x
3	Heritage University of Toronto		utoronto.ca	academic	Canada	Fedora	
4	Higher Education Commission Islamabad.	Pakistan Research Repository	hec.gov.pk	government	Pakistan	DSpace	5.x
5	Higher Education Council	Yükseköğretim Kurulu Açıkarşivi		government	Turkey	DSpace	
6	Higher Technical College for Informatics (HTL)	Knowledge-Documentation-Repository HTL-Perg		academic	Austria	DSpace	5.x
7	Hindustan Institution of Technology & Science			academic	India	DSpace	6.x
8	Hirosaki University		hirosaki-u.ac.jp	academic	Japan	DSpace	
9	Hiroshima Association of University Libraries		hiroshima-u.ac.jp	consortium	Japan	DSpace	
10	Hitit University	Hitit University Institutional Repository	hitit.edu.tr	academic	Turkey	DSpace	6.x
11	Hitotsubashi University		hit-u.ac.jp	academic	Japan	DSpace	
12	HKU			academic	Christmas Island	Fedora	4.x
13	HNU	EunBi'		personal	Korea, South	DSpace	5.x
14	Hochschule für Angewandte Wissenschaften Hamburg (HAW)	REPOSIT	haw-hamburg.de	academic	Germany	DSpace	5.x
15	Hochschule Hannover			academic	Germany	VIVO	
16	Hogeschool-Universiteit Brussel, Lirias		hubrussel.be	academic	Belgium	DSpace	1.x
17	Hogskolan i Boras		bib.hb.se	academic	Sweden	DSpace	1.x
18	Høgskolen i Bergen	bora-hib		academic	Norway	DSpace	3.x
19	Høgskolen i Oslo og Akerhus, ODA		oda.hio.no	academic	Norway	DSpace	1.x
20	Hogskolen i Telemark, Telemark Open Research Archive (TEORA)		teora.hit.no	academic	Norway	DSpace	3.x
21	Hokkaido University		hokudai.ac.jp	academic	Japan	DSpace	
22	Hokkaido University of Eduction		hokkyodai.ac.jp	academic	Japan	DSpace	
23	Holmesglen Institute	Holmesglen Institutional Repository		academic	Australia	DSpace	6.x
24	Home		localhost	personal	Vietnam	DSpace	4.x
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Hong Kong Institute of Education		ied.edu.hk	academic	Hong Kong	DSpace	1.x
1	Hong Kong Polytechnic University		polyu.edu.hk	academic	Hong Kong	DSpace	5.x
2	Hong Kong Shue Yan University	DSpace	hksyu.edu.hk	academic	Hong Kong	DSpace	4.x
3	Hong Kong University of Science and Technology (HKUST)	HKUST Institutional Repository	repository.ust.hk	academic	Hong Kong	DSpace	
4	Hong Kong University Theses Online		lib.hku.hk	academic	Hong Kong	DSpace	
5	Horizon Campus	Dspace at Horizon Campus		academic	Sri Lanka	DSpace	5.x
6	Hosei University		hosei.ac.jp	academic	Japan	DSpace	
7	Hospitais da Universidade Coimbra	Repositório Institucional do Centro Hospitalar e Universitário de Coimbra	min-saude.pt	medical center	Portugal	DSpace	5.x
8	Hospital de Braga	Repositório Científico do Hospital de Braga	hospitaldebraga.pt	medical center	Portugal	DSpace	5.x
9	Hospital Geral de Fortaleza	Repositório Institucional do HGF		government	Brazil	DSpace	4.x
10	Hospital Pediátrico David Bernardino	Hospital Pediátrico David Bernardino		medical center	Angola	DSpace	6.x
11	Houghton University	Houghton University Digital Archives	houghton.edu	academic	United States	DSpace	7.x
12	Human Rights Law Network	dspace.hrln.org		non-profit	India	DSpace	
13	Human Sciences Research Council (HSRC)	HSRC Institutional Repository	hsrc.ac.za	research center	South Africa	DSpace	5.x
14	Humboldt State University		calstate.edu	academic	United States	DSpace	3.x
15	Humboldt-Universität zu Berlin	edoc-Server. Open-Access-Publikationsserver der Humboldt-Universität zu Berlin		academic	Germany	DSpace	6.x
16	Hung Hwa University of Medical Technology		hwai.edu.tw	academic	Taiwan	DSpace	
17	Hunter College			academic	United States	VIVO	older than 1.6.0
18	Hwa Hsia Institute of Technology		hwh.edu.tw	academic	Taiwan	DSpace	
19	Hyokyo Educational and Academic Resources for Teachers		hyogo-u.ac.jp	academic	Japan	DSpace	
20	I-Shou University		isu.edu.tw	academic	Taiwan	DSpace	1.x
21	I.E. Alfredo Rebaza Acosta	I.E. Alfredo Rebaza Acosta - Repositorio Insittucional	ddns.net	non-profit	Peru	DSpace	6.x
22	I.E. Alfredo Rebaza Acosta (Los Olivos)	I.E. Alfredo Rebaza Acosta - Repositorio Insittucional	ddns.net	other	Peru	DSpace	3.x
23	Ibaraki University		ibaraki.ac.jp	academic	Japan	DSpace	
24	IBICT	BrCris - Information System on the Ecosystem of the Brazilian Scientific Research	ibict.br	research center	Brazil	VIVO	1.12.x
25	Organization Name	Site Name	Site URL	Type of Organization	Country	Technology	Version
0	Ibn Haldun Univeristy	Ibn Haldun University Institutional Repository	ihu.edu.tr	academic	Turkey	DSpace	7.x
1	Ibn Haldun University	Ibn Haldun University Institutional Repository	ihu.edu.tr	academic	Turkey	DSpace	6.x
2	ICDDR,B		icddrb.org	non-profit	Bangladesh	DSpace	1.x
3	ICM, University of Warsaw		ceon.pl	academic	Poland	DSpace	1.x
4	IDACOR-CONICET	Suquia		academic	Argentina	DSpace	5.x
5	Idaho National Laboratory		inl.gov	government	United States	Fedora	
6	Idaho State University		ctr-in.org	academic	United States	VIVO	
7	IDEES-International Multidisciplinary Research Journal	IDEES	acs.ac.in	research center	India	DSpace	1.x
8	IDICTTT			personal	Cuba	DSpace	3.x
