http://elib.uni-stuttgart.de/oai/request	16498
http://archiv.ub.uni-marburg.de/oai/provider	14298
http://dspace.ut.ee/oai/request	106072
http://eprints.bournemouth.ac.uk/cgi/oai2	29684
http://circle.library.ubc.ca/oai/request	88158
https://api-depositonce.tu-berlin.de/server/oai/request	19131
http://archiv.ub.uni-heidelberg.de/volltextserver/cgi/oai2	16210
http://eprints.ugd.edu.mk/cgi/oai2	24727
http://cardinalscholar.bsu.edu/oai/request	28503
http://eprints.hud.ac.uk/cgi/oai2	29664
https://api.repository.cam.ac.uk/server/oai/request	333090
http://amsdottorato.unibo.it/cgi/oai2	9807
http://repositorio.upct.es/oai/request	14967
https://biblio.ugent.be/oai	394340
http://mural.maynoothuniversity.ie/cgi/oai2	18451
http://escholarshare.drake.edu/oai/request	1948
https://api.drum.lib.umd.edu/server/oai/request	33291
https://bura.brunel.ac.uk/oai/request	30325
https://alverno.omeka.net/oai-pmh-repository/request	563
http://erepository.uonbi.ac.ke/oai/request	107670
http://repositorium.sdum.uminho.pt/oai/request	94824
https://aaltodoc.aalto.fi/server/oai/request	137240
https://dash.harvard.edu/oai/request	70715
https://air.unimi.it/oai/request	321816
http://repository.udistrital.edu.co/oai/request	88643
http://diginole.lib.fsu.edu/oai2	113762
https://aura.alfred.edu/oai/request	23532
http://catarina.udlap.mx/tales/oai/requestETD.jsp	5806
http://researchcommons.waikato.ac.nz/dspace-oai/request	16326
http://researcharchive.lincoln.ac.nz/dspace-oai/request	18842
https://dokumente.ub.tu-clausthal.de/servlets/OAIDataProvider	3481
https://academiccommons.columbia.edu/oai	49189
https://digibuo.uniovi.es/oai/request	73145
https://archive.udmercy.edu/oai/request	697
https://calhoun.nps.edu/oai/request	72872
https://edoc.ub.uni-muenchen.de/cgi/oai2	22254
https://digitalcollections.ohsu.edu/oai2d	38044
https://dspace.vut.cz/oai/request	97601
https://aisberg.unibg.it/oai/request	46162
https://dspace.ankara.edu.tr/server/oai/request	79196
https://dr.ntu.edu.sg/oai/request	116965
https://edoc.hu-berlin.de/oai/request/	30790
https://constellation.uqac.ca/cgi/oai2	8545
https://freidok.uni-freiburg.de/oai/oai2.php	256197
https://ecommons.cornell.edu/server/oai/request	105181
http://repository.ajou.ac.kr/oai/request	19874
https://odr.chalmers.se/oai/request	24500
https://depot-e.uqtr.ca/cgi/oai2	8455
http://repository.kulib.kyoto-u.ac.jp/dspace-oai/request	249830
https://api-repository.uiii.ac.id/server/oai/request	108
https://infoscience.epfl.ch/oai2d/	187032
https://era.ed.ac.uk/dspace-oai/request	42872
https://documentserver.uhasselt.be/oai/request	46331
https://lup.lub.lu.se/oai	239332
https://archive.umsida.ac.id/index.php/index/oai	6935
https://digital.wpi.edu/catalog/oai	47811
https://dspace.mit.edu/oai/request	149400
https://orbilu.uni.lu/oai/request	61057
https://dspace.library.uu.nl/oai/dissertation	11243
https://harvest.usask.ca/server/oai/request	14295
https://gala.gre.ac.uk/cgi/oai2	25402
https://iris.polito.it/oai/request	144068
https://iris.unica.it/oai/request	105074
https://macau.uni-kiel.de/oai	10887
https://refubium.fu-berlin.de/oai/request	46674
https://dukespace.lib.duke.edu/server/oai/request	28493
https://pub.uni-bielefeld.de/oai	97217
https://macsphere.mcmaster.ca/oai/request	25355
https://orbi.uliege.be/oai/request	169119
https://munin.uit.no/munin-oai/driver	33020
https://publikationen.uni-tuebingen.de/oai/request	34772
https://acervodigital.ufpr.br/oai/request	75069
https://dspace.sunyconnect.suny.edu/oai/request	36647
https://mspace.lib.umanitoba.ca/oai/request	30817
https://conservancy.umn.edu/server/oai/request	141096
https://espace.etsmtl.ca/cgi/oai2	3227
https://iris.unito.it/oai/driver	74347
https://pure.southwales.ac.uk/ws/oai	4920
https://radar.brookes.ac.uk/radar/oai	37751
https://etheses.whiterose.ac.uk/cgi/oai2	27097
https://repositorio.unican.es/oai/request	36121
https://d.lib.msu.edu/oai	105950
https://jscholarship.library.jhu.edu/server/oai/request	23253
https://pureadmin.uhi.ac.uk/ws/oai	12498
https://keep.lib.asu.edu/oai/request	57137
https://qspace.library.queensu.ca/oai/request	21184
https://repository.arizona.edu/oai/request	112180
https://ir-api.ua.edu/oai/request	15707
https://era.library.ualberta.ca/oai	82357
https://prism.ucalgary.ca/server/oai/request	43169
https://open.uct.ac.za/oai/request	38206
http://sedici.unlp.edu.ar/oai/request	174822
https://escholarship.mcgill.ca/catalog/oai	67145
https://papyrus.bib.umontreal.ca/oai/request	41326
https://repositorioacademico.upc.edu.pe/oai/request	66642
https://knowledge.uchicago.edu/oai2d	14750
https://repositorio.ulima.edu.pe/oai/request	14211
https://open.bu.edu/oai/request	49331
https://repositorio.ufpb.br/oai/request	33918
https://commons.nmu.edu/do/oai/	5885
https://livrepository.liverpool.ac.uk/cgi/oai2	72959
https://orca.cardiff.ac.uk/cgi/oai2	142882
https://pure.tue.nl/ws/oai	690227
https://research-repository.st-andrews.ac.uk/dspace-oai/request	31360
https://gupea.ub.gu.se/oai/request	79533
https://repositorio.utdt.edu/oai/request	5352
https://repository.javeriana.edu.co/oai/request	30227
https://repository.mu-varna.bg/oai/request	3898
https://opus.lib.uts.edu.au/oai/request	114734
